trade_date,market,industry,moneydj_flow_rate_pct,source,source_url,moneydj_history_points,moneydj_history_latest_flow_rate_pct,moneydj_flow_rate_5d_avg_pct,moneydj_flow_rate_20d_avg_pct,moneydj_flow_rate_accel_pct,moneydj_flow_rate_5d_change_pct,moneydj_sector_return_20d_pct,moneydj_market_return_20d_pct,moneydj_relative_strength_20d_pct,moneydj_validation_status,moneydj_validation_message
2026-06-05,TWSE,水泥,0.1,moneydj,https://www.moneydj.com/z/zb/zba/zba.djhtm,60,0.1,0.10400000000000001,0.11000000000000001,-0.006000000000000005,0.010000000000000009,-2.1152618135376833,7.850862142815784,-9.966123956353467,pass,表格與明細圖最新流向率差異 0.00 pct
2026-06-05,TWSE,食品,0.19,moneydj,https://www.moneydj.com/z/zb/zba/zba.djhtm,60,0.19,0.21400000000000002,0.1715,0.04250000000000001,0.0,-0.21770005079667643,7.850862142815784,-8.068562193612461,pass,表格與明細圖最新流向率差異 0.00 pct
2026-06-05,TWSE,塑膠,0.76,moneydj,https://www.moneydj.com/z/zb/zba/zba.djhtm,60,0.76,1.194,0.7795,0.4145,-0.49,9.527833001988073,7.850862142815784,1.6769708591722887,pass,表格與明細圖最新流向率差異 0.00 pct
2026-06-05,TWSE,紡織纖維,0.35,moneydj,https://www.moneydj.com/z/zb/zba/zba.djhtm,60,0.35,0.344,0.2565,0.08749999999999997,0.07999999999999996,7.242484622715062,7.850862142815784,-0.6083775201007224,pass,表格與明細圖最新流向率差異 0.00 pct
2026-06-05,TWSE,電機機械,3.26,moneydj,https://www.moneydj.com/z/zb/zba/zba.djhtm,60,3.26,3.0,2.399,0.601,1.5699999999999998,-1.986879742390768,7.850862142815784,-9.837741885206553,pass,表格與明細圖最新流向率差異 0.00 pct
2026-06-05,TWSE,電器電纜,0.37,moneydj,https://www.moneydj.com/z/zb/zba/zba.djhtm,60,0.37,0.47800000000000004,0.2615,0.21650000000000003,0.010000000000000009,8.908707326428832,7.850862142815784,1.0578451836130478,pass,表格與明細圖最新流向率差異 0.00 pct
2026-06-05,TWSE,化學生技醫療,1.31,moneydj,https://www.moneydj.com/z/zb/zba/zba.djhtm,60,1.31,1.0219999999999998,1.3195000000000001,-0.2975000000000003,0.3500000000000001,5.499965012945229,7.850862142815784,-2.350897129870555,pass,表格與明細圖最新流向率差異 0.00 pct
2026-06-05,TWSE,化工,0.84,moneydj,https://www.moneydj.com/z/zb/zba/zba.djhtm,60,0.84,0.6,0.8045,-0.20450000000000002,0.33999999999999997,2.4508305309283607,7.850862142815784,-5.400031611887424,pass,表格與明細圖最新流向率差異 0.00 pct
2026-06-05,TWSE,生技醫療,0.47,moneydj,https://www.moneydj.com/z/zb/zba/zba.djhtm,60,0.47,0.422,0.517,-0.09500000000000003,0.009999999999999953,7.2512421109171665,7.850862142815784,-0.5996200318986178,pass,表格與明細圖最新流向率差異 0.00 pct
2026-06-05,TWSE,玻璃陶瓷,0.43,moneydj,https://www.moneydj.com/z/zb/zba/zba.djhtm,60,0.43,0.5900000000000001,0.593,-0.0029999999999998916,-0.46,-0.8790392472452613,7.850862142815784,-8.729901390061045,pass,表格與明細圖最新流向率差異 0.00 pct
