證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
068047,宏達電統一75購01,0,0,0,0,0,0,0,0,0,"108,000",0,0,0,"108,000",0,"108,000","108,000",20260609
068274,晶豪科統一65購03,0,0,0,0,0,0,0,0,0,"108,000",0,0,0,"108,000",0,"108,000","108,000",20260609
068690,皇昌國票5B購01,0,0,0,0,0,0,0,0,0,"108,000",0,0,0,"150,000","42,000","108,000","108,000",20260609
03455T,臺股指元大5B售27,0,0,0,0,0,0,0,0,0,"108,000",0,0,0,"249,000","141,000","108,000","108,000",20260609
036845,台達電統一5C購01,0,0,0,0,0,0,0,0,0,"108,000",0,0,0,"108,000",0,"108,000","108,000",20260609
038311,美時統一5C購02,0,0,0,0,0,0,0,0,0,"108,000",0,0,0,"108,000",0,"108,000","108,000",20260609
040621,裕民統一5A購01,0,0,0,0,0,0,0,0,0,"108,000",0,0,0,"108,000",0,"108,000","108,000",20260609
039969,微星群益59購01,0,0,0,0,0,0,0,0,0,"107,000",0,0,0,"107,000",0,"107,000","107,000",20260609
03148T,臺股指凱基65售05,0,0,0,0,0,0,0,0,0,"107,000",0,0,0,"107,000",0,"107,000","107,000",20260609
068642,金像電永豐5B購04,0,0,0,0,0,0,0,0,0,"107,000",0,0,0,"107,000",0,"107,000","107,000",20260609
058937,AES元大59購06,0,0,0,0,0,0,0,0,0,"107,000",0,0,0,"257,000","150,000","107,000","107,000",20260609
066652,聯詠元大64購01,0,0,0,0,0,0,0,0,0,"107,000",0,0,0,"204,000","97,000","107,000","107,000",20260609
067505,金融類凱基5C購01,0,0,0,0,0,0,0,0,0,"107,000",0,0,0,"237,000","130,000","107,000","107,000",20260609
065356,鴻海國票5B購01,0,0,0,0,0,0,0,0,0,"107,000",0,0,0,"413,000","306,000","107,000","107,000",20260609
053518,台達電統一71購02,0,0,0,0,0,0,0,0,0,"107,000",0,0,0,"107,000",0,"107,000","107,000",20260609
08902U,香港2X國票5A售02,0,0,0,0,0,0,0,0,0,"107,000",0,0,0,"112,000","5,000","107,000","107,000",20260609
065970,金寶台新5B購01,0,0,0,0,0,0,0,0,0,"107,000",0,0,0,"107,000",0,"107,000","107,000",20260609
6579,研揚,"325,676","226,036","99,640",0,0,0,0,0,0,"6,975","10,291","3,316","6,975",0,0,0,"106,615",20260609
00670L,富邦NASDAQ正2,"9,000","109,000","-100,000",0,0,0,0,0,0,"206,530",0,0,0,"502,275","295,745","206,530","106,530",20260609
2015,豐興,"225,720","138,736","86,984",0,0,0,"29,000",0,"29,000","-9,590","5,000","14,000","-9,000","1,000","1,590",-590,"106,394",20260609
051717,昇貿凱基5A購02,0,0,0,0,0,0,0,0,0,"106,000",0,0,0,"106,000",0,"106,000","106,000",20260609
064221,晶技群益5C購01,"2,000",0,"2,000",0,0,0,0,0,0,"104,000",0,0,0,"375,000","271,000","104,000","106,000",20260609
064167,啟碁統一64購01,0,0,0,0,0,0,0,0,0,"106,000",0,0,0,"106,000",0,"106,000","106,000",20260609
086862,南港兆豐57購01,0,0,0,0,0,0,0,0,0,"106,000",0,0,0,"106,000",0,"106,000","106,000",20260609
049758,來億元大56購07,0,0,0,0,0,0,0,0,0,"106,000",0,0,0,"106,000",0,"106,000","106,000",20260609
063814,定穎控統一64購02,0,0,0,0,0,0,0,0,0,"106,000",0,0,0,"106,000",0,"106,000","106,000",20260609
3607,谷崧,"299,000","193,000","106,000",0,0,0,0,0,0,0,"3,000","3,000",0,0,0,0,"106,000",20260609
068266,兆赫統一5B購01,0,0,0,0,0,0,0,0,0,"106,000",0,0,0,"108,000","2,000","106,000","106,000",20260609
063507,眾達永豐64購01,0,0,0,0,0,0,0,0,0,"106,000",0,0,0,"108,000","2,000","106,000","106,000",20260609
1907,永豐餘,"879,772","756,620","123,152",0,0,0,0,0,0,"-18,001","35,000","53,001","-18,001",0,0,0,"105,151",20260609
048937,華擎凱基56購02,0,0,0,0,0,0,0,0,0,"105,000",0,0,0,"105,000",0,"105,000","105,000",20260609
048447,富世達群益58購03,0,0,0,0,0,0,0,0,0,"105,000",0,0,0,"129,000","24,000","105,000","105,000",20260609
066111,佳必琪凱基5B購03,0,0,0,0,0,0,0,0,0,"105,000",0,0,0,"145,000","40,000","105,000","105,000",20260609
069958,南茂台新5C購02,0,0,0,0,0,0,0,0,0,"105,000",0,0,0,"105,000",0,"105,000","105,000",20260609
070233,台灣50凱基5C購13,0,0,0,0,0,0,0,0,0,"105,000",0,0,0,"106,000","1,000","105,000","105,000",20260609
069054,智邦群益5B購12,0,0,0,0,0,0,0,0,0,"105,000",0,0,0,"125,000","20,000","105,000","105,000",20260609
058075,精誠群益5A購01,0,0,0,0,0,0,0,0,0,"105,000",0,0,0,"105,000",0,"105,000","105,000",20260609
067252,威健永豐61購01,0,0,0,0,0,0,0,0,0,"105,000",0,0,0,"105,000",0,"105,000","105,000",20260609
8249,菱光,"238,020","130,268","107,752",0,0,0,0,0,0,"-3,190","2,000","4,000","-2,000",0,"1,190","-1,190","104,562",20260609
064973,富世達元大5A購05,0,0,0,0,0,0,0,0,0,"104,000",0,0,0,"104,000",0,"104,000","104,000",20260609
065202,奇鋐凱基5B購04,0,0,0,0,0,0,0,0,0,"104,000",0,0,0,"372,000","268,000","104,000","104,000",20260609
059758,超豐群益59購02,0,0,0,0,0,0,0,0,0,"104,000",0,0,0,"130,000","26,000","104,000","104,000",20260609
068377,南亞科永豐5B購05,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"110,000","7,000","103,000","103,000",20260609
058406,台虹富邦63購01,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"447,000","344,000","103,000","103,000",20260609
067079,群創富邦5B購01,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"113,000","10,000","103,000","103,000",20260609
055338,矽統凱基58購02,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"103,000",0,"103,000","103,000",20260609
03330T,力積電群益5B售04,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"103,000",0,"103,000","103,000",20260609
070213,華碩群益61購01,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"194,000","91,000","103,000","103,000",20260609
062755,華夏群益5A購01,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"103,000",0,"103,000","103,000",20260609
042754,康舒元大59購01,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"103,000",0,"103,000","103,000",20260609
063403,台達電元大5A購11,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"115,000","12,000","103,000","103,000",20260609
030567,川湖統一58購03,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"103,000",0,"103,000","103,000",20260609
03116T,臺股指富邦5B售12,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"103,000",0,"103,000","103,000",20260609
044282,華立國票56購01,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"103,000",0,"103,000","103,000",20260609
063346,矽格中信5C購01,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"156,000","53,000","103,000","103,000",20260609
052809,龍德船統一61購02,0,0,0,0,0,0,0,0,0,"103,000",0,0,0,"103,000",0,"103,000","103,000",20260609
7749,意騰-KY,"164,016","72,013","92,003",0,0,0,0,0,0,"10,101",226,0,226,"11,615","1,740","9,875","102,104",20260609
065852,眾達永豐63購02,0,0,0,0,0,0,0,0,0,"102,000",0,0,0,"102,000",0,"102,000","102,000",20260609
050103,力積電中信5A購04,0,0,0,0,0,0,0,0,0,"102,000",0,0,0,"102,000",0,"102,000","102,000",20260609
063345,金像電中信64購01,0,0,0,0,0,0,0,0,0,"102,000",0,0,0,"102,000",0,"102,000","102,000",20260609
070034,友達凱基61購05,0,0,0,0,0,0,0,0,0,"102,000",0,0,0,"102,000",0,"102,000","102,000",20260609
03726B,台積電富邦64熊01,0,0,0,0,0,0,0,0,0,"102,000",0,0,0,"102,000",0,"102,000","102,000",20260609
066318,廣宇凱基5B購01,0,0,0,0,0,0,0,0,0,"102,000",0,0,0,"258,000","156,000","102,000","102,000",20260609
066723,群創富邦62購01,0,0,0,0,0,0,0,0,0,"102,000",0,0,0,"102,000",0,"102,000","102,000",20260609
059246,華城凱基59購01,0,0,0,0,0,0,0,0,0,"102,000",0,0,0,"105,000","3,000","102,000","102,000",20260609
059636,金像電統一63購01,0,0,0,0,0,0,0,0,0,"102,000",0,0,0,"102,000",0,"102,000","102,000",20260609
068390,京元電永豐61購01,0,0,0,0,0,0,0,0,0,"102,000",0,0,0,"200,000","98,000","102,000","102,000",20260609
068933,微星富邦5B購01,0,0,0,0,0,0,0,0,0,"102,000",0,0,0,"161,000","59,000","102,000","102,000",20260609
00830,國泰費城半導體,"536,616","648,363","-111,747",0,0,0,0,0,0,"213,361","11,000",0,"11,000","1,303,478","1,101,117","202,361","101,614",20260609
056418,宏碁國泰59購01,0,0,0,0,0,0,0,0,0,"101,000",0,0,0,"101,000",0,"101,000","101,000",20260609
066466,美費半元大5C購01,0,0,0,0,0,0,0,0,0,"101,000",0,0,0,"107,000","6,000","101,000","101,000",20260609
057025,大成鋼富邦5A購02,0,0,0,0,0,0,0,0,0,"101,000",0,0,0,"101,000",0,"101,000","101,000",20260609
069008,富鼎台新5B購02,0,0,0,0,0,0,0,0,0,"101,000",0,0,0,"101,000",0,"101,000","101,000",20260609
061339,富邦金元大59購01,0,0,0,0,0,0,0,0,0,"101,000",0,0,0,"101,000",0,"101,000","101,000",20260609
069322,友達凱基5B購05,0,0,0,0,0,0,0,0,0,"101,000",0,0,0,"101,000",0,"101,000","101,000",20260609
041667,創意中信5A購01,0,0,0,0,0,0,0,0,0,"101,000",0,0,0,"101,000",0,"101,000","101,000",20260609
07824U,台虹群益57售03,0,0,0,0,0,0,0,0,0,"101,000",0,0,0,"101,000",0,"101,000","101,000",20260609
064462,金像電元大61購07,0,0,0,0,0,0,0,0,0,"101,000",0,0,0,"101,000",0,"101,000","101,000",20260609
066307,T50正2凱基61購04,0,0,0,0,0,0,0,0,0,"101,000",0,0,0,"101,000",0,"101,000","101,000",20260609
00971,野村美國研發龍頭,0,"2,000","-2,000",0,0,0,0,0,0,"102,927",0,0,0,"335,000","232,073","102,927","100,927",20260609
00905,FT臺灣Smart,"113,000","388,000","-275,000",0,0,0,0,0,0,"375,589",0,"1,000","-1,000","594,386","217,797","376,589","100,589",20260609
058912,長榮元大59購02,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"105,000","5,000","100,000","100,000",20260609
059095,皇昌元富59購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
057983,聯電元大61購09,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
057944,華城凱基61購02,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
067932,祥碩台新5B購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
068595,台灣50富邦63購09,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
059630,永光統一73購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
056975,東元凱基58購04,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
067595,晶豪科國票5B購02,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
067562,兆赫群益5B購02,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
067634,楠梓電富邦5B購03,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
055931,道瓊銀元富62購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
054821,啟碁群益61購03,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
056072,友達統一65購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
056381,康舒凱基59購03,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
066539,鴻準群益5B購02,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
07511U,建準國泰57售01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
063684,長興國票5A購03,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
063562,保瑞凱基5A購03,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
070501,玉晶光統一56購02,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
063267,世芯元大61購10,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
044426,東元元大58購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
044579,勤誠群益57購02,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
070056,鴻海元大5C購19,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"543,000","443,000","100,000","100,000",20260609
040177,台積電永豐57購03,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
061221,華立群益5A購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
03186T,台灣50國泰5C售03,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
068962,長榮凱基5C購02,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
061015,元黃金元大5C購04,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
060922,中興電富邦5A購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
061148,兆聯凱基59購03,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
061984,世芯元富59購06,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
035076,零壹統一57購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
033550,鴻海統一5A購02,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
065895,南亞國泰5C購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
065924,川湖元大5B購10,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
066049,啟碁兆豐61購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"113,000","13,000","100,000","100,000",20260609
066193,貿聯元大5B購05,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
066157,群創永豐65購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
064562,友達台新5A購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
064941,緯穎凱基5A購04,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
064954,強茂元大5A購10,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
064674,研華永豐5C購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
053195,東元國泰58購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
053232,東元富邦5C購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
065438,貿聯元大5A購04,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"103,000","3,000","100,000","100,000",20260609
6133,金橋,"492,000","391,000","101,000",0,0,0,0,0,0,"-1,000","1,000","2,000","-1,000",0,0,0,"100,000",20260609
065575,長興台新5B購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
065685,緯穎凱基5B購07,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
050074,統一富邦59購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"130,000","30,000","100,000","100,000",20260609
050020,毅嘉元富56購04,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
049571,川湖元大56購11,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
08669U,景碩凱基5A售05,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
087563,晟銘電元大57購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
08894U,臺指2X群益5A售01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
089472,精成科統一61購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
048339,華立元大56購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
048137,至上元富56購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
048262,勤誠元大56購08,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
046238,來億國票56購02,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
08597U,元石油群益63售02,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
051489,兆赫元大57購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
064319,華城凱基5A購05,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
064422,毅嘉統一74購01,0,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000",0,"100,000","100,000",20260609
00897,富邦基因免疫生技,"6,000","253,000","-247,000",0,0,0,0,0,0,"346,991",0,0,0,"398,110","51,119","346,991","99,991",20260609
059245,鴻海凱基58購01,0,0,0,0,0,0,0,0,0,"99,000",0,0,0,"99,000",0,"99,000","99,000",20260609
068947,金寶凱基5B購03,0,0,0,0,0,0,0,0,0,"99,000",0,0,0,"101,000","2,000","99,000","99,000",20260609
069111,臺指2X元大5B購04,0,0,0,0,0,0,0,0,0,"99,000",0,0,0,"184,000","85,000","99,000","99,000",20260609
070124,佳世達群益5C購01,0,0,0,0,0,0,0,0,0,"99,000",0,0,0,"99,000",0,"99,000","99,000",20260609
041900,技嘉凱基56購01,0,0,0,0,0,0,0,0,0,"99,000",0,0,0,"99,000",0,"99,000","99,000",20260609
042096,T50反1富邦61購01,0,0,0,0,0,0,0,0,0,"99,000",0,0,0,"99,000",0,"99,000","99,000",20260609
044014,大亞國票56購02,0,0,0,0,0,0,0,0,0,"99,000",0,0,0,"99,000",0,"99,000","99,000",20260609
050406,勤誠群益56購05,0,0,0,0,0,0,0,0,0,"99,000",0,0,0,"99,000",0,"99,000","99,000",20260609
047225,裕民富邦58購01,0,0,0,0,0,0,0,0,0,"99,000",0,0,0,"99,000",0,"99,000","99,000",20260609
065734,宏致元大5B購01,0,0,0,0,0,0,0,0,0,"99,000",0,0,0,"100,000","1,000","99,000","99,000",20260609
064952,強茂元大5A購08,0,0,0,0,0,0,0,0,0,"99,000",0,0,0,"99,000",0,"99,000","99,000",20260609
064927,川湖凱基5C購01,0,0,0,0,0,0,0,0,0,"99,000",0,0,0,"99,000",0,"99,000","99,000",20260609
052331,至上富邦59購02,0,0,0,0,0,0,0,0,0,"99,000",0,0,0,"157,000","58,000","99,000","99,000",20260609
054661,大亞元大57購01,0,0,0,0,0,0,0,0,0,"98,000",0,0,0,"102,000","4,000","98,000","98,000",20260609
08936U,鴻海群益63售05,0,0,0,0,0,0,0,0,0,"98,000",0,0,0,"98,000",0,"98,000","98,000",20260609
052016,台積電元大5A購05,0,0,0,0,0,0,0,0,0,"98,000",0,0,0,"105,000","7,000","98,000","98,000",20260609
069962,台玻富邦62購01,0,0,0,0,0,0,0,0,0,"98,000",0,0,0,"115,000","17,000","98,000","98,000",20260609
061855,牧德群益59購07,0,0,0,0,0,0,0,0,0,"98,000",0,0,0,"98,000",0,"98,000","98,000",20260609
061659,勤誠元大59購13,0,0,0,0,0,0,0,0,0,"98,000",0,0,0,"100,000","2,000","98,000","98,000",20260609
061510,東鹼元大59購04,0,0,0,0,0,0,0,0,0,"98,000",0,0,0,"98,000",0,"98,000","98,000",20260609
060100,定穎控國票65購01,0,0,0,0,0,0,0,0,0,"98,000",0,0,0,"128,000","30,000","98,000","98,000",20260609
066608,新日興富邦61購01,0,0,0,0,0,0,0,0,0,"98,000",0,0,0,"98,000",0,"98,000","98,000",20260609
056219,長榮航凱基58購01,0,0,0,0,0,0,0,0,0,"98,000",0,0,0,"98,000",0,"98,000","98,000",20260609
055208,大成鋼凱基58購02,0,0,0,0,0,0,0,0,0,"98,000",0,0,0,"99,000","1,000","98,000","98,000",20260609
066978,十銓凱基5B購01,0,0,0,0,0,0,0,0,0,"98,000",0,0,0,"100,000","2,000","98,000","98,000",20260609
006208,富邦台50,"432,477","790,746","-358,269",0,0,0,0,0,0,"456,234",0,"285,691","-285,691","906,648","164,723","741,925","97,965",20260609
00669R,國泰美國道瓊反1,0,0,0,0,0,0,0,0,0,"97,370",0,0,0,"105,000","7,630","97,370","97,370",20260609
067949,京元電群益5C購03,0,0,0,0,0,0,0,0,0,"97,000",0,0,0,"200,000","103,000","97,000","97,000",20260609
067563,兆赫群益5B購03,0,0,0,0,0,0,0,0,0,"97,000",0,0,0,"100,000","3,000","97,000","97,000",20260609
03251T,聯電元大5B售09,0,0,0,0,0,0,0,0,0,"97,000",0,0,0,"97,000",0,"97,000","97,000",20260609
060404,創見群益59購05,0,0,0,0,0,0,0,0,0,"97,000",0,0,0,"215,000","118,000","97,000","97,000",20260609
051185,佳世達國票59購01,0,0,0,0,0,0,0,0,0,"97,000",0,0,0,"127,000","30,000","97,000","97,000",20260609
065212,臻鼎元大5A購15,0,0,0,0,0,0,0,0,0,"97,000",0,0,0,"98,000","1,000","97,000","97,000",20260609
066080,FB科技凱基5C購01,0,0,0,0,0,0,0,0,0,"97,000",0,0,0,"161,000","64,000","97,000","97,000",20260609
052097,鴻海富邦59購02,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"100,000","4,000","96,000","96,000",20260609
048134,材料元富59購02,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"96,000",0,"96,000","96,000",20260609
048102,京元電中信59購03,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"177,000","81,000","96,000","96,000",20260609
047806,漢唐凱基57購02,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"96,000",0,"96,000","96,000",20260609
03133T,南亞科台新5B售01,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"486,000","390,000","96,000","96,000",20260609
069492,緯創凱基5B購05,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"97,000","1,000","96,000","96,000",20260609
070192,微星富邦5C購02,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"96,000",0,"96,000","96,000",20260609
062675,國精化統一74購01,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"108,000","12,000","96,000","96,000",20260609
067547,華通群益5B購07,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"96,000",0,"96,000","96,000",20260609
067009,勤誠群益5B購02,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"266,000","170,000","96,000","96,000",20260609
067083,昇陽半富邦5B購03,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"208,000","112,000","96,000","96,000",20260609
056931,台積電元大58購08,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"111,000","15,000","96,000","96,000",20260609
055805,嘉澤凱基5A購02,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"150,000","54,000","96,000","96,000",20260609
066391,台積電元大5B購15,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"96,000",0,"96,000","96,000",20260609
068820,勤誠統一6B購03,0,0,0,0,0,0,0,0,0,"96,000",0,0,0,"108,000","12,000","96,000","96,000",20260609
068165,十銓元大5B購04,0,0,0,0,0,0,0,0,0,"95,000",0,0,0,"235,000","140,000","95,000","95,000",20260609
067492,晶豪科凱基5B購08,0,0,0,0,0,0,0,0,0,"95,000",0,0,0,"101,000","6,000","95,000","95,000",20260609
069938,華邦電台新63購01,0,0,0,0,0,0,0,0,0,"95,000",0,0,0,"115,000","20,000","95,000","95,000",20260609
044533,神達凱基5B購01,0,0,0,0,0,0,0,0,0,"95,000",0,0,0,"95,000",0,"95,000","95,000",20260609
065523,智原元大5B購03,0,0,0,0,0,0,0,0,0,"95,000",0,0,0,"115,000","20,000","95,000","95,000",20260609
065041,矽力元大5B購04,0,0,0,0,0,0,0,0,0,"95,000",0,0,0,"95,000",0,"95,000","95,000",20260609
052852,金寶元大57購01,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"94,000",0,"94,000","94,000",20260609
053050,瑞昱凱基58購01,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"94,000",0,"94,000","94,000",20260609
065372,jpp國票5B購01,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"94,000",0,"94,000","94,000",20260609
053843,新日興凱基57購02,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"135,000","41,000","94,000","94,000",20260609
069957,南茂台新5C購01,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"94,000",0,"94,000","94,000",20260609
057342,台積電元大58購12,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"150,000","56,000","94,000","94,000",20260609
066929,國精化富邦5B購01,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"94,000",0,"94,000","94,000",20260609
067270,台積電群益66購03,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"1,092,000","998,000","94,000","94,000",20260609
067436,台玻富邦61購01,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"161,000","67,000","94,000","94,000",20260609
066513,華邦電國票5C購01,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"885,000","791,000","94,000","94,000",20260609
055510,宇隆群益5B購01,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"213,000","119,000","94,000","94,000",20260609
056319,康舒元大59購02,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"108,000","14,000","94,000","94,000",20260609
056639,世芯統一72購01,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"163,000","69,000","94,000","94,000",20260609
066623,台股增國票5B購02,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"98,000","4,000","94,000","94,000",20260609
058523,T50反1群益59購02,0,0,0,0,0,0,0,0,0,"94,000",0,0,0,"94,000",0,"94,000","94,000",20260609
068177,華城凱基5B購03,0,0,0,0,0,0,0,0,0,"93,000",0,0,0,"175,000","82,000","93,000","93,000",20260609
060037,新興凱基5B購02,0,0,0,0,0,0,0,0,0,"93,000",0,0,0,"254,000","161,000","93,000","93,000",20260609
