Date,SecuritiesCompanyCode,CompanyName,Capitals,ClosePrice,SecuritiesIndustryCode
1150608,4157,太景*-KY,711833,8.91,生技醫療
1150608,4160,訊聯基因,26690,40.35,生技醫療
1150608,4161,聿新科,59808,22.90,生技醫療
1150608,4162,智擎,145677,56.50,生技醫療
1150608,4163,鐿鈦,50700,114.50,生技醫療
1150608,4166,友霖,243035,23.30,生技醫療
1150608,4167,松瑞藥,310444,20.35,生技醫療
1150608,4168,醣聯,112521,25.10,生技醫療
1150608,4171,瑞基,58057,17.80,農業科技
1150608,4173,久裕,74574,18.20,生技醫療
1150608,4174,浩鼎,131579,28.60,生技醫療
1150608,4175,杏一,42323,53.00,生技醫療
1150608,4183,福永生技,23800,13.75,生技醫療
1150608,4188,安克,63332,10.50,生技醫療
1150608,4192,杏國,35164,21.10,生技醫療
1150608,4198,欣大健康,24108,37.75,生技醫療
1150608,4205,中華食,97649,72.40,食品工業
1150608,4207,環泰,198538,19.65,食品工業
1150608,4303,信立,94605,46.30,塑膠工業
1150608,4304,勝昱,61038,24.70,塑膠工業
1150608,4305,世坤,55014,43.85,塑膠工業
1150608,4401,東隆興,122692,13.90,紡織纖維
1150608,4402,郡都開發,67991,14.65,紡織纖維
1150608,4406,新昕纖,51912,9.80,紡織纖維
1150608,4413,飛寶企業,31314,16.75,紡織纖維
1150608,4416,三圓,73586,11.25,建材營造
1150608,4417,金洲,83971,45.60,紡織纖維
1150608,4419,皇家美食,169163,45.60,觀光餐旅
1150608,4420,光明,40455,38.70,紡織纖維
1150608,4430,耀億,56273,17.45,其他
1150608,4432,銘旺實,50589,16.45,紡織纖維
1150608,4433,興采,61299,20.40,紡織纖維
1150608,4442,竣邦-KY,32305,50.10,紡織纖維
1150608,4502,健信,57469,15.90,電機機械
1150608,4503,金雨,78313,38.20,電機機械
1150608,4506,崇友,177012,117.00,電機機械
1150608,4510,高鋒,108977,46.60,電機機械
1150608,4513,福裕,134361,15.45,電機機械
1150608,4523,永彰,64949,28.65,電機機械
1150608,4527,方土霖,76152,40.95,電機機械
1150608,4528,江興鍛,84165,15.75,電機機械
1150608,4529,淳紳,84549,5.27,其他
1150608,4530,宏易,35794,25.30,觀光餐旅
1150608,4533,協易機,158434,29.15,電機機械
1150608,4534,慶騰,86788,31.85,電機機械
1150608,4535,至興,75661,27.05,電機機械
1150608,4538,大詠城,59469,18.15,電機機械
1150608,4541,晟田,67647,46.50,其他
1150608,4542,科嶠,34586,314.50,電子零組件業
1150608,4543,萬在,59772,39.25,電機機械
1150608,4549,桓達,57002,108.50,電機機械
1150608,4550,長佳,37838,25.30,電機機械
1150608,4554,橙的,26327,30.50,其他電子業
1150608,4556,旭然,42302,45.75,其他
1150608,4558,寶緯,50000,19.15,電機機械
1150608,4561,健椿,58521,44.10,電機機械
1150608,4563,百德,54950,46.15,電機機械
1150608,4568,科際精密,31730,41.85,電機機械
1150608,4577,達航科技,49137,93.90,其他電子業
1150608,4580,捷流閥業,46803,81.40,電機機械
1150608,4584,君帆,30002,40.90,電機機械
1150608,4609,唐鋒,47946,5.78,居家生活
1150608,4702,中美實,72333,10.15,居家生活
1150608,4706,大恭,79030,31.75,化學工業
1150608,4707,磐亞,403715,19.25,化學工業
1150608,4711,永純,61056,18.55,化學工業
1150608,4714,永捷,178088,13.40,化學工業
1150608,4716,大立,94427,16.80,化學工業
1150608,4721,美琪瑪,74986,87.30,化學工業
1150608,4726,永昕,207251,26.60,生技醫療
1150608,4728,雙美,54463,379.00,生技醫療
1150608,4729,熒茂,79226,23.05,光電業
1150608,4735,豪展,41568,31.70,生技醫療
1150608,4741,泓瀚,34812,69.10,化學工業
1150608,4743,合一,480409,49.65,生技醫療
1150608,4744,皇將,56948,36.50,生技醫療
1150608,4745,合富-KY,77449,16.50,生技醫療
1150608,4747,強生,45461,54.70,生技醫療
1150608,4749,新應材,92732,947.00,半導體業
1150608,4754,國碳科,30283,37.65,化學工業
1150608,4760,勤凱,32218,400.00,其他電子業
1150608,4767,誠泰科技,31415,26.40,化學工業
1150608,4768,晶呈科技,47487,410.00,化學工業
1150608,4772,台特化,147681,283.50,化學工業
1150608,4806,桂田文創,99947,9.95,文化創意業
1150608,4903,聯光通,105343,40.90,通信網路業
1150608,4905,台聯電,29260,75.30,生技醫療
1150608,4907,富宇,118145,37.80,建材營造
1150608,4908,前鼎,78216,204.00,通信網路業
1150608,4909,新復興,93356,48.40,通信網路業
1150608,4911,德英,63719,31.40,生技醫療
1150608,4923,力士,33890,44.90,半導體業
1150608,4924,欣厚-KY,37164,12.00,綠能環保
1150608,4931,新盛力,65565,266.50,電腦及週邊設備業
1150608,4933,友輝,82611,68.80,光電業
1150608,4939,亞電,98200,65.60,電子零組件業
1150608,4946,辣椒,8852,103.50,文化創意業
1150608,4950,金耘國際,57729,16.00,鋼鐵工業
1150608,4951,精拓科,34148,106.00,半導體業
1150608,4953,緯軟,73147,141.00,資訊服務業
1150608,4966,譜瑞-KY,78957,663.00,半導體業
1150608,4971,IET-KY,39985,603.00,半導體業
1150608,4972,湯石照明,56888,16.65,光電業
1150608,4973,廣穎,65292,160.00,半導體業
1150608,4974,亞泰,72500,74.30,電子零組件業
1150608,4979,華星光,142359,537.00,通信網路業
1150608,4991,環宇-KY,120943,612.00,半導體業
1150608,4995,晶達,42592,45.00,光電業
1150608,5009,榮剛,602471,34.60,鋼鐵工業
1150608,5011,久陽,100673,17.60,鋼鐵工業
1150608,5013,強新,133416,27.65,鋼鐵工業
1150608,5014,建錩,183265,11.15,鋼鐵工業
