Date,Investor,PurchaseAmount,SaleAmount,Net
1150609,外資及陸資合計,76414913487,88526188967,-12111275480
1150609,　外資及陸資(不含自營商),76414913487,88526188967,-12111275480
1150609,　外資自營商,0,0,0
1150609,投信,5699502716,5439820506,259682210
1150609,自營商合計,6532551206,6421047137,111504069
1150609,　自營商(自行買賣),1725278831,2083333963,-358055132
1150609,　自營商(避險),4807272375,4337713174,469559201
1150609,三大法人合計*,88646967409,100387056610,-11740089201
