證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
051479,毅嘉元大57購04,0,0,0,0,0,0,0,0,0,"301,000",0,0,0,"360,000","59,000","301,000","301,000",20260608
06568U,道瓊指國票5A售01,0,0,0,0,0,0,0,0,0,"301,000",0,0,0,"301,000",0,"301,000","301,000",20260608
03383T,盟立台新5B售05,0,0,0,0,0,0,0,0,0,"301,000",0,0,0,"301,000",0,"301,000","301,000",20260608
070079,南亞科元大61購07,0,0,0,0,0,0,0,0,0,"301,000",0,0,0,"307,000","6,000","301,000","301,000",20260608
08318U,T50正2群益58售04,0,0,0,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000",20260608
053613,福懋科元大57購04,0,0,0,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000",20260608
08988U,台灣50群益5B售04,0,0,0,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000",20260608
087486,矽統統一57購01,0,0,0,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000",20260608
03275T,臺股指國票5B售04,0,0,0,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000",20260608
066122,士電永豐5C購01,0,0,0,0,0,0,0,0,0,"300,000",0,0,0,"320,000","20,000","300,000","300,000",20260608
059945,瀚荃群益5B購01,0,0,0,0,0,0,0,0,0,"300,000",0,0,0,"344,000","44,000","300,000","300,000",20260608
067847,鴻海元大5B購06,0,0,0,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000",20260608
056311,定穎控元大61購04,0,0,0,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000",20260608
055794,華泰凱基58購01,0,0,0,0,0,0,0,0,0,"300,000",0,0,0,"350,000","50,000","300,000","300,000",20260608
066172,偉詮電元大64購01,0,0,0,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000",20260608
053792,東台元大57購01,0,0,0,0,0,0,0,0,0,"299,000",0,0,0,"300,000","1,000","299,000","299,000",20260608
046545,旭隼元大5B購02,0,0,0,0,0,0,0,0,0,"299,000",0,0,0,"299,000",0,"299,000","299,000",20260608
07122U,T50正2中信5B售03,0,0,0,0,0,0,0,0,0,"299,000",0,0,0,"299,000",0,"299,000","299,000",20260608
050279,保瑞永豐58購01,0,0,0,0,0,0,0,0,0,"298,000",0,0,0,"298,000",0,"298,000","298,000",20260608
047826,至上凱基5A購02,0,0,0,0,0,0,0,0,0,"298,000",0,0,0,"298,000",0,"298,000","298,000",20260608
3026,禾伸堂,"508,647","146,000","362,647",0,0,0,0,0,0,"-65,270","34,429","109,700","-75,271","64,000","53,999","10,001","297,377",20260608
063153,大立光兆豐64購01,0,0,0,0,0,0,0,0,0,"297,000",0,0,0,"307,000","10,000","297,000","297,000",20260608
055167,祥碩元大58購07,0,0,0,0,0,0,0,0,0,"297,000",0,0,0,"297,000",0,"297,000","297,000",20260608
058325,旭隼富邦5B購01,0,0,0,0,0,0,0,0,0,"296,000",0,0,0,"297,000","1,000","296,000","296,000",20260608
6426,統新,"409,110","109,000","300,110",0,0,0,0,0,0,"-4,500",0,"4,500","-4,500",0,0,0,"295,610",20260608
00907,永豐優息存股,"259,000","90,000","169,000",0,0,0,0,0,0,"126,413",0,0,0,"577,267","450,854","126,413","295,413",20260608
056505,致新元富58購01,0,0,0,0,0,0,0,0,0,"295,000",0,0,0,"295,000",0,"295,000","295,000",20260608
066642,台積電元大5C購10,0,0,0,0,0,0,0,0,0,"294,000",0,0,0,"294,000",0,"294,000","294,000",20260608
067373,鴻海元大63購10,0,0,0,0,0,0,0,0,0,"294,000",0,0,0,"296,000","2,000","294,000","294,000",20260608
064066,精成科群益63購01,0,0,0,0,0,0,0,0,0,"293,000",0,0,0,"293,000",0,"293,000","293,000",20260608
063439,兆聯元大61購01,0,0,0,0,0,0,0,0,0,"293,000",0,0,0,"295,000","2,000","293,000","293,000",20260608
6789,采鈺,"950,137","679,824","270,313",0,0,0,"38,000",0,"38,000","-15,915","3,000",0,"3,000","107,491","126,406","-18,915","292,398",20260608
064536,強茂永豐5B購02,0,0,0,0,0,0,0,0,0,"292,000",0,0,0,"302,000","10,000","292,000","292,000",20260608
069057,宏碁群益5B購02,0,0,0,0,0,0,0,0,0,"292,000",0,0,0,"394,000","102,000","292,000","292,000",20260608
052685,今國光統一61購02,0,0,0,0,0,0,0,0,0,"292,000",0,0,0,"292,000",0,"292,000","292,000",20260608
055715,亞力元大58購02,0,0,0,0,0,0,0,0,0,"292,000",0,0,0,"292,000",0,"292,000","292,000",20260608
9907,統一實,"2,101,000","1,766,000","335,000",0,0,0,0,"106,936","-106,936","63,377","68,000","4,623","63,377",0,0,0,"291,441",20260608
068269,兆赫統一65購03,0,0,0,0,0,0,0,0,0,"291,000",0,0,0,"300,000","9,000","291,000","291,000",20260608
6024,群益期,"545,388","255,113","290,275",0,0,0,0,0,0,0,0,0,0,0,0,0,"290,275",20260608
052305,祥碩永豐5A購01,0,0,0,0,0,0,0,0,0,"290,000",0,0,0,"320,000","30,000","290,000","290,000",20260608
070140,乙盛群益5C購03,0,0,0,0,0,0,0,0,0,"290,000",0,0,0,"300,000","10,000","290,000","290,000",20260608
08402U,日月光群益58售05,0,0,0,0,0,0,0,0,0,"290,000",0,0,0,"300,000","10,000","290,000","290,000",20260608
058255,T50反1凱基5A購03,0,0,0,0,0,0,0,0,0,"290,000",0,0,0,"290,000",0,"290,000","290,000",20260608
052789,瑞昱統一61購02,0,0,0,0,0,0,0,0,0,"289,000",0,0,0,"400,000","111,000","289,000","289,000",20260608
063682,貿聯兆豐64購02,0,0,0,0,0,0,0,0,0,"289,000",0,0,0,"291,000","2,000","289,000","289,000",20260608
065164,健鼎永豐5B購01,0,0,0,0,0,0,0,0,0,"289,000",0,0,0,"299,000","10,000","289,000","289,000",20260608
03297T,臺指2X群益5B售02,0,0,0,0,0,0,0,0,0,"288,000",0,0,0,"293,000","5,000","288,000","288,000",20260608
040623,陽明統一6A購01,0,0,0,0,0,0,0,0,0,"288,000",0,0,0,"313,000","25,000","288,000","288,000",20260608
059819,世紀鋼凱基59購01,0,0,0,0,0,0,0,0,0,"287,000",0,0,0,"300,000","13,000","287,000","287,000",20260608
069114,楠梓電元大5B購03,0,0,0,0,0,0,0,0,0,"287,000",0,0,0,"287,000",0,"287,000","287,000",20260608
060078,定穎控群益59購06,0,0,0,0,0,0,0,0,0,"286,000",0,0,0,"336,000","50,000","286,000","286,000",20260608
009809,富邦淨零ESG50,0,0,0,0,0,0,0,0,0,"285,678",0,0,0,"3,596,000","3,310,322","285,678","285,678",20260608
064963,精成科元大5A購01,0,0,0,0,0,0,0,0,0,"285,000",0,0,0,"295,000","10,000","285,000","285,000",20260608
1720,生達,"386,000","92,000","294,000",0,0,0,0,0,0,"-9,000","2,000","11,000","-9,000",0,0,0,"285,000",20260608
062539,合機群益5A購01,0,0,0,0,0,0,0,0,0,"285,000",0,0,0,"285,000",0,"285,000","285,000",20260608
063179,鴻勁永豐5B購01,0,0,0,0,0,0,0,0,0,"285,000",0,0,0,"285,000",0,"285,000","285,000",20260608
033639,技嘉統一58購01,0,0,0,0,0,0,0,0,0,"284,000",0,0,0,"284,000",0,"284,000","284,000",20260608
064512,GIS國票5A購01,0,0,0,0,0,0,0,0,0,"283,000",0,0,0,"430,000","147,000","283,000","283,000",20260608
070099,康舒元大61購05,0,0,0,0,0,0,0,0,0,"283,000",0,0,0,"290,000","7,000","283,000","283,000",20260608
068240,金寶統一65購01,0,0,0,0,0,0,0,0,0,"283,000",0,0,0,"310,000","27,000","283,000","283,000",20260608
2905,三商,"527,728","243,984","283,744",0,0,0,0,0,0,"-1,396","22,000","23,396","-1,396",0,0,0,"282,348",20260608
054007,亞光元大57購10,0,0,0,0,0,0,0,0,0,"282,000",0,0,0,"282,000",0,"282,000","282,000",20260608
059592,長榮航國票59購02,0,0,0,0,0,0,0,0,0,"281,000",0,0,0,"281,000",0,"281,000","281,000",20260608
2351,順德,"1,341,180","587,879","753,301",0,0,0,"6,000","450,000","-444,000","-29,083","3,000","10,000","-7,000","50,953","73,036","-22,083","280,218",20260608
030572,仁寶統一57購01,0,0,0,0,0,0,0,0,0,"280,000",0,0,0,"320,000","40,000","280,000","280,000",20260608
051709,台積電凱基58購14,0,0,0,0,0,0,0,0,0,"280,000",0,0,0,"287,000","7,000","280,000","280,000",20260608
085630,零壹統一5C購01,0,0,0,0,0,0,0,0,0,"280,000",0,0,0,"300,000","20,000","280,000","280,000",20260608
061510,東鹼元大59購04,0,0,0,0,0,0,0,0,0,"280,000",0,0,0,"280,000",0,"280,000","280,000",20260608
061399,T50反1富邦66購03,0,0,0,0,0,0,0,0,0,"280,000",0,0,0,"300,000","20,000","280,000","280,000",20260608
059430,祥碩國泰5A購01,0,0,0,0,0,0,0,0,0,"280,000",0,0,0,"410,000","130,000","280,000","280,000",20260608
058787,凱基金國票5B購01,0,0,0,0,0,0,0,0,0,"280,000",0,0,0,"280,000",0,"280,000","280,000",20260608
067564,兆赫群益5B購04,0,0,0,0,0,0,0,0,0,"280,000",0,0,0,"281,000","1,000","280,000","280,000",20260608
052649,所羅門統一5B購01,0,0,0,0,0,0,0,0,0,"279,000",0,0,0,"280,000","1,000","279,000","279,000",20260608
055714,亞力元大58購01,0,0,0,0,0,0,0,0,0,"279,000",0,0,0,"279,000",0,"279,000","279,000",20260608
056125,佳能元大58購07,0,0,0,0,0,0,0,0,0,"279,000",0,0,0,"279,000",0,"279,000","279,000",20260608
068787,順德統一63購02,0,0,0,0,0,0,0,0,0,"279,000",0,0,0,"891,000","612,000","279,000","279,000",20260608
069181,緯穎凱基5B購13,0,0,0,0,0,0,0,0,0,"279,000",0,0,0,"279,000",0,"279,000","279,000",20260608
061629,漢唐元大59購09,0,0,0,0,0,0,0,0,0,"278,000",0,0,0,"278,000",0,"278,000","278,000",20260608
063238,南亞元大64購02,0,0,0,0,0,0,0,0,0,"278,000",0,0,0,"278,000",0,"278,000","278,000",20260608
054524,華晶科凱基57購02,0,0,0,0,0,0,0,0,0,"278,000",0,0,0,"320,000","42,000","278,000","278,000",20260608
5607,遠雄港,"443,000","177,000","266,000",0,0,0,0,0,0,"11,000","12,000","1,000","11,000",0,0,0,"277,000",20260608
067107,南亞科元大5C購01,0,0,0,0,0,0,0,0,0,"277,000",0,0,0,"346,000","69,000","277,000","277,000",20260608
067590,華邦電國票5C購03,0,0,0,0,0,0,0,0,0,"276,000",0,0,0,"943,000","667,000","276,000","276,000",20260608
061223,嘉澤群益59購08,0,0,0,0,0,0,0,0,0,"276,000",0,0,0,"316,000","40,000","276,000","276,000",20260608
08727U,臺股指中信63售01,0,0,0,0,0,0,0,0,0,"275,000",0,0,0,"475,000","200,000","275,000","275,000",20260608
1810,和成,"3,877,203","3,510,000","367,203",0,0,0,0,0,0,"-92,949","20,000","112,949","-92,949",0,0,0,"274,254",20260608
1325,恆大,"478,000","204,000","274,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"274,000",20260608
070299,華碩元大5C購02,0,0,0,0,0,0,0,0,0,"274,000",0,0,0,"274,000",0,"274,000","274,000",20260608
047235,保瑞富邦58購02,0,0,0,0,0,0,0,0,0,"274,000",0,0,0,"274,000",0,"274,000","274,000",20260608
03133T,南亞科台新5B售01,0,0,0,0,0,0,0,0,0,"274,000",0,0,0,"274,000",0,"274,000","274,000",20260608
057034,亞光富邦5C購01,0,0,0,0,0,0,0,0,0,"273,000",0,0,0,"936,000","663,000","273,000","273,000",20260608
069965,可成富邦5C購01,0,0,0,0,0,0,0,0,0,"273,000",0,0,0,"273,000",0,"273,000","273,000",20260608
069015,T50反1元大5B購07,0,0,0,0,0,0,0,0,0,"273,000",0,0,0,"300,000","27,000","273,000","273,000",20260608
065776,T50反1國票5B購01,0,0,0,0,0,0,0,0,0,"273,000",0,0,0,"273,000",0,"273,000","273,000",20260608
2305,全友,"1,302,000","873,000","429,000",0,0,0,0,0,0,"-157,000","8,000","165,000","-157,000",0,0,0,"272,000",20260608
065421,臺股指富邦64購13,0,0,0,0,0,0,0,0,0,"271,000",0,0,0,"271,000",0,"271,000","271,000",20260608
069783,神達永豐5C購01,0,0,0,0,0,0,0,0,0,"271,000",0,0,0,"271,000",0,"271,000","271,000",20260608
069380,華邦電元大5C購02,0,0,0,0,0,0,0,0,0,"271,000",0,0,0,"272,000","1,000","271,000","271,000",20260608
053892,T50反1永豐5C購01,0,0,0,0,0,0,0,0,0,"270,000",0,0,0,"270,000",0,"270,000","270,000",20260608
054370,矽統元大57購05,0,0,0,0,0,0,0,0,0,"269,000",0,0,0,"269,000",0,"269,000","269,000",20260608
065575,長興台新5B購01,0,0,0,0,0,0,0,0,0,"269,000",0,0,0,"269,000",0,"269,000","269,000",20260608
059664,緯穎中信63購01,0,0,0,0,0,0,0,0,0,"269,000",0,0,0,"269,000",0,"269,000","269,000",20260608
066190,晶豪科元大5B購03,0,0,0,0,0,0,0,0,0,"268,000",0,0,0,"276,000","8,000","268,000","268,000",20260608
066320,威盛凱基64購01,0,0,0,0,0,0,0,0,0,"268,000",0,0,0,"268,000",0,"268,000","268,000",20260608
08871U,台達電永豐5B售01,0,0,0,0,0,0,0,0,0,"268,000",0,0,0,"268,000",0,"268,000","268,000",20260608
069898,聯電元大5C購09,0,0,0,0,0,0,0,0,0,"268,000",0,0,0,"268,000",0,"268,000","268,000",20260608
4746,台耀,"495,700","226,806","268,894",0,0,0,0,0,0,"-1,579",0,0,0,"1,277","2,856","-1,579","267,315",20260608
053093,漢唐元大59購03,0,0,0,0,0,0,0,0,0,"267,000",0,0,0,"287,000","20,000","267,000","267,000",20260608
068718,矽統元大5B購01,0,0,0,0,0,0,0,0,0,"267,000",0,0,0,"280,000","13,000","267,000","267,000",20260608
067719,晶豪科元大5B購06,0,0,0,0,0,0,0,0,0,"267,000",0,0,0,"267,000",0,"267,000","267,000",20260608
1727,中華化,"2,596,182","2,326,629","269,553",0,0,0,0,0,0,"-2,813","7,000","10,030","-3,030","40,760","40,543",217,"266,740",20260608
6456,GIS-KY,"3,439,537","3,077,237","362,300",0,0,0,0,0,0,"-97,216","31,000","28,007","2,993","37,683","137,892","-100,209","265,084",20260608
03096T,玉晶光凱基5A售02,0,0,0,0,0,0,0,0,0,"264,000",0,0,0,"264,000",0,"264,000","264,000",20260608
08464U,欣興國票5A售03,0,0,0,0,0,0,0,0,0,"264,000",0,0,0,"579,000","315,000","264,000","264,000",20260608
068130,華通元大5B購09,0,0,0,0,0,0,0,0,0,"264,000",0,0,0,"264,000",0,"264,000","264,000",20260608
08614U,健策國票5A售08,0,0,0,0,0,0,0,0,0,"263,000",0,0,0,"531,000","268,000","263,000","263,000",20260608
9946,三發地產,"496,000","233,440","262,560",0,0,0,0,0,0,0,"1,000","1,000",0,0,0,0,"262,560",20260608
059712,長榮航元大59購01,0,0,0,0,0,0,0,0,0,"262,000",0,0,0,"262,000",0,"262,000","262,000",20260608
03226T,美費半元大5B售03,0,0,0,0,0,0,0,0,0,"262,000",0,0,0,"262,000",0,"262,000","262,000",20260608
03143T,臺股指中信63售07,0,0,0,0,0,0,0,0,0,"262,000",0,0,0,"262,000",0,"262,000","262,000",20260608
057624,華城元大5A購01,0,0,0,0,0,0,0,0,0,"262,000",0,0,0,"273,000","11,000","262,000","262,000",20260608
067105,南亞科元大5B購11,0,0,0,0,0,0,0,0,0,"261,000",0,0,0,"533,000","272,000","261,000","261,000",20260608
062617,東聯永豐5B購01,0,0,0,0,0,0,0,0,0,"261,000",0,0,0,"261,000",0,"261,000","261,000",20260608
054701,道瓊銀統一61購03,0,0,0,0,0,0,0,0,0,"260,000",0,0,0,"260,000",0,"260,000","260,000",20260608
069036,鉅祥元大5B購01,0,0,0,0,0,0,0,0,0,"260,000",0,0,0,"260,000",0,"260,000","260,000",20260608
061949,金像電中信63購02,0,0,0,0,0,0,0,0,0,"260,000",0,0,0,"260,000",0,"260,000","260,000",20260608
057788,長榮太富邦5C購01,0,0,0,0,0,0,0,0,0,"260,000",0,0,0,"261,000","1,000","260,000","260,000",20260608
058907,建準元大59購05,0,0,0,0,0,0,0,0,0,"259,000",0,0,0,"309,000","50,000","259,000","259,000",20260608
068458,南亞科統一65購01,0,0,0,0,0,0,0,0,0,"259,000",0,0,0,"401,000","142,000","259,000","259,000",20260608
064733,AES元大5A購04,0,0,0,0,0,0,0,0,0,"258,000",0,0,0,"258,000",0,"258,000","258,000",20260608
060500,京元電群益59購02,0,0,0,0,0,0,0,0,0,"258,000",0,0,0,"270,000","12,000","258,000","258,000",20260608
067037,十銓元大5B購01,0,0,0,0,0,0,0,0,0,"257,000",0,0,0,"257,000",0,"257,000","257,000",20260608
9940,信義,"466,000","208,069","257,931",0,0,0,0,0,0,"-1,214","12,000","13,214","-1,214",0,0,0,"256,717",20260608
053473,東元凱基5A購01,0,0,0,0,0,0,0,0,0,"255,000",0,0,0,"255,000",0,"255,000","255,000",20260608
061053,京鼎元大59購02,0,0,0,0,0,0,0,0,0,"255,000",0,0,0,"255,000",0,"255,000","255,000",20260608
061630,漢唐元大59購10,0,0,0,0,0,0,0,0,0,"255,000",0,0,0,"255,000",0,"255,000","255,000",20260608
044357,祥碩元大5A購01,0,0,0,0,0,0,0,0,0,"255,000",0,0,0,"255,000",0,"255,000","255,000",20260608
070125,宏碁群益5C購02,0,0,0,0,0,0,0,0,0,"255,000",0,0,0,"282,000","27,000","255,000","255,000",20260608
2049,上銀,"3,401,587","3,089,618","311,969",0,0,0,0,0,0,"-57,417","1,000","37,000","-36,000","140,181","161,598","-21,417","254,552",20260608
050161,毅嘉元大5C購02,0,0,0,0,0,0,0,0,0,"254,000",0,0,0,"259,000","5,000","254,000","254,000",20260608
08562U,台積電群益59售10,0,0,0,0,0,0,0,0,0,"254,000",0,0,0,"254,000",0,"254,000","254,000",20260608
1309,台達化,"2,402,000","2,140,620","261,380",0,0,0,0,0,0,"-8,150","41,000","54,524","-13,524","29,334","23,960","5,374","253,230",20260608
03305T,臺股指中信63售09,0,0,0,0,0,0,0,0,0,"253,000",0,0,0,"255,000","2,000","253,000","253,000",20260608
068668,金像電富邦5C購05,0,0,0,0,0,0,0,0,0,"252,000",0,0,0,"629,000","377,000","252,000","252,000",20260608
048987,華碩元富58購01,0,0,0,0,0,0,0,0,0,"252,000",0,0,0,"252,000",0,"252,000","252,000",20260608
009808,華南永昌優選50,"493,000","150,000","343,000",0,0,0,0,0,0,"-91,171","1,000",0,"1,000","551,956","644,127","-92,171","251,829",20260608
065632,AES群益5B購02,0,0,0,0,0,0,0,0,0,"251,000",0,0,0,"275,000","24,000","251,000","251,000",20260608
03188T,臺股指國泰5B售01,0,0,0,0,0,0,0,0,0,"251,000",0,0,0,"390,000","139,000","251,000","251,000",20260608
049589,漢唐元大56購15,0,0,0,0,0,0,0,0,0,"251,000",0,0,0,"281,000","30,000","251,000","251,000",20260608
053427,神達兆豐59購01,0,0,0,0,0,0,0,0,0,"251,000",0,0,0,"252,000","1,000","251,000","251,000",20260608
064545,祥碩永豐5B購02,0,0,0,0,0,0,0,0,0,"251,000",0,0,0,"331,000","80,000","251,000","251,000",20260608
08629U,奇鋐中信59售03,0,0,0,0,0,0,0,0,0,"251,000",0,0,0,"251,000",0,"251,000","251,000",20260608
07912U,力積電國票58售02,0,0,0,0,0,0,0,0,0,"251,000",0,0,0,"251,000",0,"251,000","251,000",20260608
069356,菱生群益5B購01,0,0,0,0,0,0,0,0,0,"251,000",0,0,0,"500,000","249,000","251,000","251,000",20260608
054997,長興元大57購03,0,0,0,0,0,0,0,0,0,"251,000",0,0,0,"251,000",0,"251,000","251,000",20260608
067773,玉晶光台新62購01,0,0,0,0,0,0,0,0,0,"251,000",0,0,0,"279,000","28,000","251,000","251,000",20260608
067398,文曄元大65購02,0,0,0,0,0,0,0,0,0,"251,000",0,0,0,"251,000",0,"251,000","251,000",20260608
00904,新光臺灣半導體30,"1,481,379","575,000","906,379",0,0,0,0,0,0,"-656,159",0,0,0,"833,797","1,489,956","-656,159","250,220",20260608
069439,富邦金永豐63購01,0,0,0,0,0,0,0,0,0,"250,000",0,0,0,"250,000",0,"250,000","250,000",20260608
063441,鴻勁元大5A購04,0,0,0,0,0,0,0,0,0,"250,000",0,0,0,"250,000",0,"250,000","250,000",20260608
2421,建準,"2,103,908","1,702,736","401,172",0,0,0,"5,000","4,000","1,000","-152,918","29,643","104,357","-74,714","45,861","124,065","-78,204","249,254",20260608
069661,亞力富邦66購01,0,0,0,0,0,0,0,0,0,"249,000",0,0,0,"269,000","20,000","249,000","249,000",20260608
061669,中502X凱基59購01,0,0,0,0,0,0,0,0,0,"248,000",0,0,0,"251,000","3,000","248,000","248,000",20260608
033593,洋基統一64購01,0,0,0,0,0,0,0,0,0,"248,000",0,0,0,"249,000","1,000","248,000","248,000",20260608
067204,緯穎兆豐65購02,0,0,0,0,0,0,0,0,0,"247,000",0,0,0,"259,000","12,000","247,000","247,000",20260608
065115,台玻凱基5A購02,0,0,0,0,0,0,0,0,0,"247,000",0,0,0,"303,000","56,000","247,000","247,000",20260608
065761,台積電群益62購03,0,0,0,0,0,0,0,0,0,"247,000",0,0,0,"282,000","35,000","247,000","247,000",20260608
1528,恩德,"1,864,000","1,621,908","242,092",0,0,0,0,0,0,"4,687","18,000","13,313","4,687",0,0,0,"246,779",20260608
9938,百和,"788,000","538,185","249,815",0,0,0,0,"10,380","-10,380","6,669","37,000","30,331","6,669",0,0,0,"246,104",20260608
068723,漢唐元大5B購01,0,0,0,0,0,0,0,0,0,"246,000",0,0,0,"246,000",0,"246,000","246,000",20260608
068121,晶豪科永豐65購05,0,0,0,0,0,0,0,0,0,"246,000",0,0,0,"248,000","2,000","246,000","246,000",20260608
068289,TPK統一69購01,0,0,0,0,0,0,0,0,0,"245,000",0,0,0,"499,000","254,000","245,000","245,000",20260608
067087,中砂元大63購01,0,0,0,0,0,0,0,0,0,"245,000",0,0,0,"245,000",0,"245,000","245,000",20260608
03163T,台積電中信65售04,0,0,0,0,0,0,0,0,0,"245,000",0,0,0,"262,000","17,000","245,000","245,000",20260608
6861,睿生光電,"454,672","210,030","244,642",0,0,0,0,0,0,320,"1,000","1,000",0,"12,553","12,233",320,"244,962",20260608
065067,奇鋐永豐5A購03,0,0,0,0,0,0,0,0,0,"244,000",0,0,0,"244,000",0,"244,000","244,000",20260608
062564,昇貿群益5A購01,0,0,0,0,0,0,0,0,0,"244,000",0,0,0,"244,000",0,"244,000","244,000",20260608
063586,辛耘統一74購02,0,0,0,0,0,0,0,0,0,"244,000",0,0,0,"248,000","4,000","244,000","244,000",20260608
5521,工信,"3,058,129","2,726,000","332,129",0,0,0,0,0,0,"-90,000","7,000","97,000","-90,000",0,0,0,"242,129",20260608
064460,金像電元大5A購16,0,0,0,0,0,0,0,0,0,"242,000",0,0,0,"245,000","3,000","242,000","242,000",20260608
045564,慧洋凱基57購01,0,0,0,0,0,0,0,0,0,"242,000",0,0,0,"310,000","68,000","242,000","242,000",20260608
069393,上品元大5B購01,0,0,0,0,0,0,0,0,0,"242,000",0,0,0,"242,000",0,"242,000","242,000",20260608
060611,視陽凱基5A購01,0,0,0,0,0,0,0,0,0,"242,000",0,0,0,"247,000","5,000","242,000","242,000",20260608
00701,國泰股利精選30,"184,000","54,000","130,000",0,0,0,0,0,0,"111,883",0,0,0,"796,271","684,388","111,883","241,883",20260608
2539,櫻花建,"708,000","507,223","200,777",0,0,0,"15,000",0,"15,000","26,000","34,000","6,000","28,000","23,000","25,000","-2,000","241,777",20260608
065493,達發凱基5B購01,0,0,0,0,0,0,0,0,0,"240,000",0,0,0,"250,000","10,000","240,000","240,000",20260608
060846,至上群益5A購02,0,0,0,0,0,0,0,0,0,"240,000",0,0,0,"250,000","10,000","240,000","240,000",20260608
057874,勤誠元大59購02,0,0,0,0,0,0,0,0,0,"240,000",0,0,0,"250,000","10,000","240,000","240,000",20260608
056341,宇隆群益58購02,0,0,0,0,0,0,0,0,0,"240,000",0,0,0,"240,000",0,"240,000","240,000",20260608
069023,聯電元大5B購20,0,0,0,0,0,0,0,0,0,"239,000",0,0,0,"239,000",0,"239,000","239,000",20260608
065971,華通台新5B購01,0,0,0,0,0,0,0,0,0,"238,000",0,0,0,"249,000","11,000","238,000","238,000",20260608
066780,T50反1國票5B購02,0,0,0,0,0,0,0,0,0,"238,000",0,0,0,"238,000",0,"238,000","238,000",20260608
066947,強茂永豐63購01,0,0,0,0,0,0,0,0,0,"237,000",0,0,0,"237,000",0,"237,000","237,000",20260608
069457,國泰金富邦62購01,0,0,0,0,0,0,0,0,0,"237,000",0,0,0,"237,000",0,"237,000","237,000",20260608
4958,臻鼎-KY,"2,979,234","2,684,129","295,105",0,0,0,"61,000","9,000","52,000","-110,947","10,000","64,000","-54,000","245,742","302,689","-56,947","236,158",20260608
6550,北極星藥業-KY,"777,000","530,000","247,000",0,0,0,0,0,0,"-11,000","1,000","12,000","-11,000",0,0,0,"236,000",20260608
2535,達欣工,"666,000","307,000","359,000",0,0,0,0,0,0,"-123,873","16,127","140,000","-123,873",0,0,0,"235,127",20260608
070303,華碩元大66購01,0,0,0,0,0,0,0,0,0,"235,000",0,0,0,"235,000",0,"235,000","235,000",20260608
066610,嘉澤富邦61購03,0,0,0,0,0,0,0,0,0,"235,000",0,0,0,"235,000",0,"235,000","235,000",20260608
067824,力智永豐5C購01,0,0,0,0,0,0,0,0,0,"235,000",0,0,0,"265,000","30,000","235,000","235,000",20260608
2072,世紀風電,"406,110","171,586","234,524",0,0,0,0,0,0,0,0,0,0,0,0,0,"234,524",20260608
057581,南亞群益59購03,0,0,0,0,0,0,0,0,0,"234,000",0,0,0,"274,000","40,000","234,000","234,000",20260608
03247T,臺股指富邦5B售14,0,0,0,0,0,0,0,0,0,"233,000",0,0,0,"233,000",0,"233,000","233,000",20260608
065128,世芯凱基5A購10,0,0,0,0,0,0,0,0,0,"233,000",0,0,0,"235,000","2,000","233,000","233,000",20260608
00926,凱基全球菁英55,"1,000","9,000","-8,000",0,0,0,0,0,0,"241,000",0,0,0,"1,295,000","1,054,000","241,000","233,000",20260608
061815,永豐金凱基59購01,0,0,0,0,0,0,0,0,0,"232,000",0,0,0,"232,000",0,"232,000","232,000",20260608
061215,中環群益63購01,0,0,0,0,0,0,0,0,0,"231,000",0,0,0,"262,000","31,000","231,000","231,000",20260608
03317T,力積電台新5B售10,0,0,0,0,0,0,0,0,0,"231,000",0,0,0,"231,000",0,"231,000","231,000",20260608
052383,漢唐元大61購02,0,0,0,0,0,0,0,0,0,"230,000",0,0,0,"240,000","10,000","230,000","230,000",20260608
065759,台虹富邦5B購02,0,0,0,0,0,0,0,0,0,"230,000",0,0,0,"421,000","191,000","230,000","230,000",20260608
064315,台灣50凱基5A購10,0,0,0,0,0,0,0,0,0,"230,000",0,0,0,"250,000","20,000","230,000","230,000",20260608
060876,定穎控元大5C購02,0,0,0,0,0,0,0,0,0,"230,000",0,0,0,"230,000",0,"230,000","230,000",20260608
066951,智原永豐63購01,0,0,0,0,0,0,0,0,0,"230,000",0,0,0,"230,000",0,"230,000","230,000",20260608
081491,亞光統一5B購01,0,0,0,0,0,0,0,0,0,"229,000",0,0,0,"249,000","20,000","229,000","229,000",20260608
