證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
1303,南亞,"26,578,635","21,940,456","4,638,179",0,0,0,"1,851,000",0,"1,851,000","-1,474,421","294,300","1,343,438","-1,049,138","888,858","1,314,141","-425,283","5,014,758",20260608
04019C,臺股指元大65牛13,0,0,0,0,0,0,0,0,0,"4,824,000",0,0,0,"4,916,000","92,000","4,824,000","4,824,000",20260608
009820,元大納斯達克精選,"3,324,000","2,532,000","792,000",0,0,0,0,0,0,"4,016,041",0,0,0,"5,839,000","1,822,959","4,016,041","4,808,041",20260608
2884,玉山金,"37,658,035","34,962,391","2,695,644",0,0,0,"1,582,000","150,000","1,432,000","560,711",0,"452,115","-452,115","1,154,250","141,424","1,012,826","4,688,355",20260608
065061,華邦電永豐65購01,0,0,0,0,0,0,0,0,0,"4,406,000",0,0,0,"4,406,000",0,"4,406,000","4,406,000",20260608
060592,技嘉凱基59購03,0,0,0,0,0,0,0,0,0,"4,335,000",0,0,0,"4,335,000",0,"4,335,000","4,335,000",20260608
00400A,主動國泰動能高息,"14,534,390","12,546,000","1,988,390",0,0,0,0,0,0,"2,156,873","62,000",0,"62,000","12,943,000","10,848,127","2,094,873","4,145,263",20260608
064493,華邦電國票5B購01,0,0,0,0,0,0,0,0,0,"4,020,000",0,0,0,"4,052,000","32,000","4,020,000","4,020,000",20260608
064707,台玻元大5C購04,"28,000",0,"28,000",0,0,0,0,0,0,"3,935,000",0,0,0,"3,937,000","2,000","3,935,000","3,963,000",20260608
6153,嘉聯益,"6,969,352","3,059,000","3,910,352",0,0,0,0,0,0,"18,858","110,473","91,615","18,858",0,0,0,"3,929,210",20260608
2867,三商壽,"10,180,050","7,101,000","3,079,050",0,0,0,0,0,0,"840,000","1,349,000","25,000","1,324,000",0,"484,000","-484,000","3,919,050",20260608
1314,中石化,"14,187,000","10,423,275","3,763,725",0,0,0,0,0,0,"99,084","364,000","258,916","105,084",0,"6,000","-6,000","3,862,809",20260608
00939,統一台灣高息動能,"1,531,100","567,000","964,100",0,0,0,0,0,0,"2,752,529",0,0,0,"5,088,628","2,336,099","2,752,529","3,716,629",20260608
2409,友達,"3,831,306","1,218,500","2,612,806",0,0,0,"61,000",0,"61,000","896,850","1,000",0,"1,000","1,143,000","247,150","895,850","3,570,656",20260608
00865B,國泰US短期公債,"2,576,000","47,000","2,529,000",0,0,0,0,0,0,"737,778",0,0,0,"737,778",0,"737,778","3,266,778",20260608
064494,技嘉國票5A購01,0,0,0,0,0,0,0,0,0,"3,257,000",0,0,0,"3,257,000",0,"3,257,000","3,257,000",20260608
069376,楠梓電元大5B購04,0,0,0,0,0,0,0,0,0,"3,176,000",0,0,0,"3,176,000",0,"3,176,000","3,176,000",20260608
069566,惠特元大5B購05,0,0,0,0,0,0,0,0,0,"3,135,000",0,0,0,"3,135,000",0,"3,135,000","3,135,000",20260608
00671R,富邦NASDAQ反1,"6,000",0,"6,000",0,0,0,0,0,0,"3,102,000",0,0,0,"4,063,000","961,000","3,102,000","3,108,000",20260608
064764,華邦電富邦64購01,0,0,0,0,0,0,0,0,0,"3,016,000",0,0,0,"3,016,000",0,"3,016,000","3,016,000",20260608
061621,遠東新元大59購01,0,0,0,0,0,0,0,0,0,"2,883,000",0,0,0,"2,893,000","10,000","2,883,000","2,883,000",20260608
04021C,臺股指元大5C牛19,0,0,0,0,0,0,0,0,0,"2,878,000",0,0,0,"2,915,000","37,000","2,878,000","2,878,000",20260608
009801,中信美國創新科技,"844,000","15,000","829,000",0,0,0,0,0,0,"2,012,283",0,0,0,"3,044,000","1,031,717","2,012,283","2,841,283",20260608
066349,晶豪科群益5B購03,0,0,0,0,0,0,0,0,0,"2,813,000",0,0,0,"3,061,000","248,000","2,813,000","2,813,000",20260608
069536,菱生元大5B購01,0,0,0,0,0,0,0,0,0,"2,805,000",0,0,0,"2,805,000",0,"2,805,000","2,805,000",20260608
058165,技嘉元大59購04,0,0,0,0,0,0,0,0,0,"2,603,000",0,0,0,"3,718,000","1,115,000","2,603,000","2,603,000",20260608
069900,鴻海元大5C購16,0,0,0,0,0,0,0,0,0,"2,473,000",0,0,0,"2,495,000","22,000","2,473,000","2,473,000",20260608
3045,台灣大,"10,685,745","8,766,350","1,919,395",0,0,0,"507,000","57,000","450,000","91,715","9,000","3,000","6,000","90,715","5,000","85,715","2,461,110",20260608
00713,元大台灣高息低波,"2,208,058","962,226","1,245,832",0,0,0,0,0,0,"1,181,078","15,000",0,"15,000","3,188,316","2,022,238","1,166,078","2,426,910",20260608
00915,凱基優選高股息30,"3,049,076","1,115,100","1,933,976",0,0,0,0,0,0,"490,470",0,0,0,"3,127,216","2,636,746","490,470","2,424,446",20260608
1319,東陽,"2,257,047","3,252,907","-995,860",0,0,0,"3,360,000","5,971","3,354,029","-57,243","20,958","119,232","-98,274","163,768","122,737","41,031","2,300,926",20260608
00993A,主動安聯台灣,"2,656,000","2,539,000","117,000",0,0,0,0,0,0,"2,155,772",0,0,0,"5,054,325","2,898,553","2,155,772","2,272,772",20260608
009813,貝萊德標普卓越50,"424,250","48,000","376,250",0,0,0,0,0,0,"1,885,997",0,0,0,"3,201,000","1,315,003","1,885,997","2,262,247",20260608
069377,楠梓電元大5B購05,0,0,0,0,0,0,0,0,0,"2,260,000",0,0,0,"2,260,000",0,"2,260,000","2,260,000",20260608
03141T,群創中信5B售02,0,0,0,0,0,0,0,0,0,"2,226,000",0,0,0,"2,226,000",0,"2,226,000","2,226,000",20260608
03270T,臺股指群益5B售23,0,0,0,0,0,0,0,0,0,"2,218,000",0,0,0,"2,218,000",0,"2,218,000","2,218,000",20260608
2892,第一金,"25,970,040","24,877,879","1,092,161",0,0,0,"988,000","14,000","974,000","146,693","12,000","172,893","-160,893","554,582","246,996","307,586","2,212,854",20260608
03122T,聯發科凱基5B售05,0,0,0,0,0,0,0,0,0,"2,188,000",0,0,0,"2,188,000",0,"2,188,000","2,188,000",20260608
1605,華新,"31,490,150","27,454,030","4,036,120",0,0,0,"150,000","2,000","148,000","-2,008,446","68,000","189,000","-121,000","309,980","2,197,426","-1,887,446","2,175,674",20260608
3376,新日興,"11,610,906","10,048,857","1,562,049",0,0,0,"750,000",0,"750,000","-141,119","218,541","493,451","-274,910","628,203","494,412","133,791","2,170,930",20260608
2547,日勝生,"2,970,923","838,000","2,132,923",0,0,0,0,0,0,"17,000","62,000","45,000","17,000",0,0,0,"2,149,923",20260608
03184T,聯發科凱基5B售08,0,0,0,0,0,0,0,0,0,"2,143,000",0,0,0,"2,143,000",0,"2,143,000","2,143,000",20260608
2484,希華,"10,110,141","8,038,765","2,071,376",0,0,0,0,0,0,"28,504","68,570","40,066","28,504",0,0,0,"2,099,880",20260608
069044,康普元大5B購03,0,0,0,0,0,0,0,0,0,"2,088,000",0,0,0,"2,089,000","1,000","2,088,000","2,088,000",20260608
066539,鴻準群益5B購02,0,0,0,0,0,0,0,0,0,"2,080,000",0,0,0,"2,090,000","10,000","2,080,000","2,080,000",20260608
009817,國泰日本不動產,"2,294,000","10,000","2,284,000",0,0,0,0,0,0,"-224,114",0,0,0,"586,000","810,114","-224,114","2,059,886",20260608
062880,旭隼國泰5B購01,0,0,0,0,0,0,0,0,0,"2,034,000",0,0,0,"2,478,000","444,000","2,034,000","2,034,000",20260608
065742,瑞儀元大5B購01,0,0,0,0,0,0,0,0,0,"2,030,000",0,0,0,"2,030,000",0,"2,030,000","2,030,000",20260608
00997A,主動群益美國增長,"5,914,000","931,350","4,982,650",0,0,0,0,"2,741,000","-2,741,000","-229,805",0,0,0,"5,313,000","5,542,805","-229,805","2,011,845",20260608
058468,T50反1國票59購01,0,0,0,0,0,0,0,0,0,"2,006,000",0,0,0,"2,006,000",0,"2,006,000","2,006,000",20260608
061902,美債2X元大65購01,0,0,0,0,0,0,0,0,0,"1,996,000",0,0,0,"1,996,000",0,"1,996,000","1,996,000",20260608
061231,保瑞群益61購01,0,0,0,0,0,0,0,0,0,"1,950,000",0,0,0,"3,457,000","1,507,000","1,950,000","1,950,000",20260608
055180,中鋼台新58購02,0,0,0,0,0,0,0,0,0,"1,947,000",0,0,0,"1,947,000",0,"1,947,000","1,947,000",20260608
04016C,臺股指凱基63牛09,"70,000",0,"70,000",0,0,0,0,0,0,"1,873,000",0,0,0,"1,959,000","86,000","1,873,000","1,943,000",20260608
055753,旭隼元大58購02,0,0,0,0,0,0,0,0,0,"1,942,000",0,0,0,"2,102,000","160,000","1,942,000","1,942,000",20260608
00648R,元大S&P500反1,0,0,0,0,0,0,0,0,0,"1,932,334",0,0,0,"2,385,334","453,000","1,932,334","1,932,334",20260608
068557,上銀元大5B購08,0,0,0,0,0,0,0,0,0,"1,927,000",0,0,0,"1,932,000","5,000","1,927,000","1,927,000",20260608
066608,新日興富邦61購01,0,0,0,0,0,0,0,0,0,"1,913,000",0,0,0,"1,914,000","1,000","1,913,000","1,913,000",20260608
064715,金像電元大5A購17,0,0,0,0,0,0,0,0,0,"1,872,000",0,0,0,"1,872,000",0,"1,872,000","1,872,000",20260608
2367,燿華,"6,576,973","4,208,446","2,368,527",0,0,0,0,0,0,"-496,830","105,000","202,027","-97,027","193,384","593,187","-399,803","1,871,697",20260608
2881,富邦金,"32,933,062","71,459,993","-38,526,931",0,0,0,"40,391,000","77,000","40,314,000","83,382","119,425","415,000","-295,575","924,189","545,232","378,957","1,870,451",20260608
045458,旭隼元大5B購01,"66,000",0,"66,000",0,0,0,0,0,0,"1,785,000",0,0,0,"3,599,000","1,814,000","1,785,000","1,851,000",20260608
2347,聯強,"3,260,442","9,945,350","-6,684,908",0,0,0,"7,795,000","87,709","7,707,291","799,462","995,000","81,736","913,264","89,035","202,837","-113,802","1,821,845",20260608
047293,東元元大5A購01,0,0,0,0,0,0,0,0,0,"1,817,000",0,0,0,"1,817,000",0,"1,817,000","1,817,000",20260608
063156,旭隼兆豐64購01,0,0,0,0,0,0,0,0,0,"1,804,000",0,0,0,"1,914,000","110,000","1,804,000","1,804,000",20260608
07742U,臺股指凱基58售07,0,0,0,0,0,0,0,0,0,"1,784,000",0,0,0,"1,798,000","14,000","1,784,000","1,784,000",20260608
068710,信錦元大5B購02,0,0,0,0,0,0,0,0,0,"1,774,000",0,0,0,"1,774,000",0,"1,774,000","1,774,000",20260608
6409,旭隼,"4,697,839","2,750,860","1,946,979",0,0,0,"14,000","4,000","10,000","-187,054","44,540","128,300","-83,760","104,489","207,783","-103,294","1,769,925",20260608
068212,晶豪科國泰5C購02,0,0,0,0,0,0,0,0,0,"1,769,000",0,0,0,"1,917,000","148,000","1,769,000","1,769,000",20260608
6901,鑽石投資,"2,018,000","267,000","1,751,000",0,0,0,0,0,0,"15,834","65,834","50,000","15,834",0,0,0,"1,766,834",20260608
2845,遠東銀,"6,746,000","5,116,479","1,629,521",0,0,0,0,"1,000","-1,000","136,000","177,000","11,000","166,000","86,000","116,000","-30,000","1,764,521",20260608
2501,國建,"3,831,027","2,075,000","1,756,027",0,0,0,0,0,0,"-5,413","2,000","7,413","-5,413",0,0,0,"1,750,614",20260608
2408,南亞科,"32,667,967","30,797,445","1,870,522",0,0,0,"414,000","216,000","198,000","-321,026","159,000","557,000","-398,000","1,208,529","1,131,555","76,974","1,747,496",20260608
03320T,台灣50台新5B售10,0,0,0,0,0,0,0,0,0,"1,741,000",0,0,0,"1,741,000",0,"1,741,000","1,741,000",20260608
066196,貿聯元大61購04,0,0,0,0,0,0,0,0,0,"1,717,000",0,0,0,"1,783,000","66,000","1,717,000","1,717,000",20260608
2352,佳世達,"7,576,361","5,587,465","1,988,896",0,0,0,"124,000","7,000","117,000","-395,067",0,"3,000","-3,000","131,462","523,529","-392,067","1,710,829",20260608
051305,大同元大57購04,0,0,0,0,0,0,0,0,0,"1,701,000",0,0,0,"1,701,000",0,"1,701,000","1,701,000",20260608
067954,臺股指群益61購05,0,0,0,0,0,0,0,0,0,"1,696,000",0,0,0,"1,796,000","100,000","1,696,000","1,696,000",20260608
00885,富邦越南,"1,498,000","584,000","914,000",0,0,0,0,0,0,"772,522",0,0,0,"1,359,307","586,785","772,522","1,686,522",20260608
08819U,臺股指國泰5C售02,0,0,0,0,0,0,0,0,0,"1,679,000",0,0,0,"1,890,000","211,000","1,679,000","1,679,000",20260608
064947,技嘉元大5A購01,0,0,0,0,0,0,0,0,0,"1,676,000",0,0,0,"1,698,000","22,000","1,676,000","1,676,000",20260608
2382,廣達,"17,385,378","33,650,560","-16,265,182",0,0,0,"22,579,000","4,819,000","17,760,000","147,332","622,960","516,812","106,148","513,940","472,756","41,184","1,642,150",20260608
049327,中鋼國票57購01,0,0,0,0,0,0,0,0,0,"1,642,000",0,0,0,"1,642,000",0,"1,642,000","1,642,000",20260608
00643,群益深証中小,"117,000",0,"117,000",0,0,0,0,0,0,"1,513,715",0,0,0,"3,293,388","1,779,673","1,513,715","1,630,715",20260608
8996,高力,"2,753,181","1,466,426","1,286,755",0,0,0,"321,000",0,"321,000","-32,264","228,363","254,627","-26,264","3,000","9,000","-6,000","1,575,491",20260608
03117T,T50正2元大5A售10,0,0,0,0,0,0,0,0,0,"1,566,000",0,0,0,"1,606,000","40,000","1,566,000","1,566,000",20260608
00996A,主動兆豐台灣豐收,"3,927,000","2,498,000","1,429,000",0,0,0,0,0,0,"118,338",0,0,0,"3,378,981","3,260,643","118,338","1,547,338",20260608
00980A,主動野村臺灣優選,"4,780,600","4,885,000","-104,400",0,0,0,0,0,0,"1,649,883","3,000","1,000","2,000","3,355,721","1,707,838","1,647,883","1,545,483",20260608
08117U,友達統一5B售01,0,0,0,0,0,0,0,0,0,"1,543,000",0,0,0,"1,543,000",0,"1,543,000","1,543,000",20260608
052731,大同元富57購01,0,0,0,0,0,0,0,0,0,"1,517,000",0,0,0,"1,517,000",0,"1,517,000","1,517,000",20260608
00946,群益科技高息成長,"1,493,000","475,000","1,018,000",0,0,0,0,0,0,"493,356","3,000",0,"3,000","2,793,548","2,303,192","490,356","1,511,356",20260608
069532,鴻海元大5B購14,0,0,0,0,0,0,0,0,0,"1,511,000",0,0,0,"1,531,000","20,000","1,511,000","1,511,000",20260608
3029,零壹,"2,402,325","876,663","1,525,662",0,0,0,0,"4,836","-4,836","-10,287","17,002","15,493","1,509",204,"12,000","-11,796","1,510,539",20260608
070317,晶豪科元大64購01,0,0,0,0,0,0,0,0,0,"1,497,000",0,0,0,"1,497,000",0,"1,497,000","1,497,000",20260608
070307,微星元大66購06,0,0,0,0,0,0,0,0,0,"1,496,000",0,0,0,"1,496,000",0,"1,496,000","1,496,000",20260608
08506U,元石油國票59售02,0,0,0,0,0,0,0,0,0,"1,495,000",0,0,0,"1,497,000","2,000","1,495,000","1,495,000",20260608
055837,富世達統一72購01,0,0,0,0,0,0,0,0,0,"1,493,000",0,0,0,"1,512,000","19,000","1,493,000","1,493,000",20260608
1440,南紡,"3,853,056","2,440,000","1,413,056",0,0,0,0,"1,000","-1,000","62,081","190,000","127,919","62,081",0,0,0,"1,474,137",20260608
2241,艾姆勒,"3,091,405","1,663,206","1,428,199",0,0,0,0,0,0,"24,997","37,951","12,954","24,997",0,0,0,"1,453,196",20260608
067980,聯電統一64購02,0,0,0,0,0,0,0,0,0,"1,445,000",0,0,0,"1,957,000","512,000","1,445,000","1,445,000",20260608
2474,可成,"9,419,616","6,770,353","2,649,263",0,0,0,"6,000","1,130,000","-1,124,000","-103,422","43,000","80,416","-37,416","206,599","272,605","-66,006","1,421,841",20260608
1513,中興電,"8,246,280","6,593,433","1,652,847",0,0,0,0,"13,000","-13,000","-219,883","11,000","182,244","-171,244","379,919","428,558","-48,639","1,419,964",20260608
065081,台玻群益5A購04,0,0,0,0,0,0,0,0,0,"1,418,000",0,0,0,"1,657,000","239,000","1,418,000","1,418,000",20260608
066897,研華元大5B購01,0,0,0,0,0,0,0,0,0,"1,417,000",0,0,0,"1,427,000","10,000","1,417,000","1,417,000",20260608
064867,保瑞元大61購01,0,0,0,0,0,0,0,0,0,"1,414,000",0,0,0,"1,414,000",0,"1,414,000","1,414,000",20260608
03162T,聯電中信5B售01,0,0,0,0,0,0,0,0,0,"1,408,000",0,0,0,"1,733,000","325,000","1,408,000","1,408,000",20260608
052585,三商壽群益59購01,0,0,0,0,0,0,0,0,0,"1,407,000",0,0,0,"1,407,000",0,"1,407,000","1,407,000",20260608
068627,旭隼富邦61購01,0,0,0,0,0,0,0,0,0,"1,395,000",0,0,0,"1,424,000","29,000","1,395,000","1,395,000",20260608
062857,旭隼元大5A購01,0,0,0,0,0,0,0,0,0,"1,376,000",0,0,0,"1,689,000","313,000","1,376,000","1,376,000",20260608
066501,兆聯元大5B購04,0,0,0,0,0,0,0,0,0,"1,358,000",0,0,0,"1,358,000",0,"1,358,000","1,358,000",20260608
00715L,期街口布蘭特正2,"2,510,000","2,404,000","106,000",0,0,0,0,0,0,"1,238,675",0,0,0,"4,462,490","3,223,815","1,238,675","1,344,675",20260608
3052,夆典,"1,570,000","227,000","1,343,000",0,0,0,0,0,0,"1,000","10,000","9,000","1,000",0,0,0,"1,344,000",20260608
08144U,南電群益61售02,0,0,0,0,0,0,0,0,0,"1,342,000",0,0,0,"2,946,000","1,604,000","1,342,000","1,342,000",20260608
6116,彩晶,"1,751,199","1,000","1,750,199",0,0,0,0,0,0,"-423,279","200,000",0,"200,000",0,"623,279","-623,279","1,326,920",20260608
1714,和桐,0,"719,000","-719,000",0,0,0,0,0,0,"2,034,066","2,029,966",0,"2,029,966","4,100",0,"4,100","1,315,066",20260608
054382,華晶科元大57購02,0,0,0,0,0,0,0,0,0,"1,315,000",0,0,0,"1,418,000","103,000","1,315,000","1,315,000",20260608
6155,鈞寶,"15,963,459","14,575,351","1,388,108",0,0,0,0,0,0,"-87,853","9,000","56,000","-47,000","101,010","141,863","-40,853","1,300,255",20260608
060316,美時元富59購04,0,0,0,0,0,0,0,0,0,"1,300,000",0,0,0,"1,300,000",0,"1,300,000","1,300,000",20260608
00401A,主動摩根台灣鑫收,"1,467,300","1,209,000","258,300",0,0,0,0,0,0,"1,034,785",0,"35,000","-35,000","3,864,385","2,794,600","1,069,785","1,293,085",20260608
065587,台積電台新5B購04,0,0,0,0,0,0,0,0,0,"1,292,000",0,0,0,"1,801,000","509,000","1,292,000","1,292,000",20260608
069381,順德元大5B購04,0,0,0,0,0,0,0,0,0,"1,282,000",0,0,0,"1,282,000",0,"1,282,000","1,282,000",20260608
064956,定穎控元大5B購07,0,0,0,0,0,0,0,0,0,"1,268,000",0,0,0,"1,268,000",0,"1,268,000","1,268,000",20260608
060211,亞光富邦5A購01,0,0,0,0,0,0,0,0,0,"1,265,000",0,0,0,"1,266,000","1,000","1,265,000","1,265,000",20260608
3550,聯穎,"2,553,166","1,304,300","1,248,866",0,0,0,0,0,0,319,"4,000","3,681",319,0,0,0,"1,249,185",20260608
070106,三集瑞元大5C購03,0,0,0,0,0,0,0,0,0,"1,239,000",0,0,0,"1,239,000",0,"1,239,000","1,239,000",20260608
1449,佳和,"1,689,000","494,000","1,195,000",0,0,0,0,0,0,"38,980","44,980","6,000","38,980",0,0,0,"1,233,980",20260608
00983D,主動富邦複合收益,"859,000",0,"859,000",0,0,0,0,0,0,"369,000",0,0,0,"454,000","85,000","369,000","1,228,000",20260608
00669R,國泰美國道瓊反1,"2,000",0,"2,000",0,0,0,0,0,0,"1,216,999",0,0,0,"1,304,999","88,000","1,216,999","1,218,999",20260608
08241U,臺股指凱基5A售19,0,0,0,0,0,0,0,0,0,"1,218,000",0,0,0,"1,218,000",0,"1,218,000","1,218,000",20260608
2376,技嘉,"8,846,787","6,734,341","2,112,446",0,0,0,"21,000","15,000","6,000","-903,776","8,000","68,346","-60,346","377,143","1,220,573","-843,430","1,214,670",20260608
00665L,富邦恒生國企正2,"1,671,000","1,211,000","460,000",0,0,0,0,0,0,"749,869",0,0,0,"4,946,628","4,196,759","749,869","1,209,869",20260608
009811,統一美國50,"233,000","32,000","201,000",0,0,0,0,0,0,"1,000,000",0,0,0,"2,089,000","1,089,000","1,000,000","1,201,000",20260608
070323,緯創元大5C購05,0,0,0,0,0,0,0,0,0,"1,194,000",0,0,0,"1,235,000","41,000","1,194,000","1,194,000",20260608
1227,佳格,"2,140,000","965,000","1,175,000",0,0,0,0,0,0,"13,581","87,000","73,419","13,581",0,0,0,"1,188,581",20260608
066290,晶豪科群益5B購01,0,0,0,0,0,0,0,0,0,"1,179,000",0,0,0,"3,058,000","1,879,000","1,179,000","1,179,000",20260608
060281,美時國票59購04,0,0,0,0,0,0,0,0,0,"1,177,000",0,0,0,"1,387,000","210,000","1,177,000","1,177,000",20260608
2615,萬海,"9,734,086","8,241,110","1,492,976",0,0,0,0,"5,000","-5,000","-316,527","10,000","20,000","-10,000","190,535","497,062","-306,527","1,171,449",20260608
03189T,T50正2元大5B售09,0,0,0,0,0,0,0,0,0,"1,168,000",0,0,0,"1,178,000","10,000","1,168,000","1,168,000",20260608
08671U,臺股指富邦63售05,0,0,0,0,0,0,0,0,0,"1,161,000",0,0,0,"1,161,000",0,"1,161,000","1,161,000",20260608
08371U,宏碁凱基59售01,0,0,0,0,0,0,0,0,0,"1,160,000",0,0,0,"1,160,000",0,"1,160,000","1,160,000",20260608
03129T,台灣50台新5B售03,0,0,0,0,0,0,0,0,0,"1,156,000",0,0,0,"3,502,000","2,346,000","1,156,000","1,156,000",20260608
066503,華東元大5B購01,0,0,0,0,0,0,0,0,0,"1,155,000",0,0,0,"1,166,000","11,000","1,155,000","1,155,000",20260608
068875,第一金群益5B購01,0,0,0,0,0,0,0,0,0,"1,154,000",0,0,0,"1,154,000",0,"1,154,000","1,154,000",20260608
054673,廣宇元大61購02,0,0,0,0,0,0,0,0,0,"1,153,000",0,0,0,"1,180,000","27,000","1,153,000","1,153,000",20260608
065711,T50反1元大5B購06,0,0,0,0,0,0,0,0,0,"1,139,000",0,0,0,"1,178,000","39,000","1,139,000","1,139,000",20260608
070047,中砂元大64購01,0,0,0,0,0,0,0,0,0,"1,139,000",0,0,0,"1,149,000","10,000","1,139,000","1,139,000",20260608
03321T,台灣50台新5B售11,0,0,0,0,0,0,0,0,0,"1,133,000",0,0,0,"1,133,000",0,"1,133,000","1,133,000",20260608
00891,中信關鍵半導體,"10,333,378","9,778,100","555,278",0,0,0,0,0,0,"574,685",0,0,0,"5,759,105","5,184,420","574,685","1,129,963",20260608
064870,富世達元大61購01,0,0,0,0,0,0,0,0,0,"1,122,000",0,0,0,"1,122,000",0,"1,122,000","1,122,000",20260608
069383,漢唐元大5B購02,0,0,0,0,0,0,0,0,0,"1,110,000",0,0,0,"1,110,000",0,"1,110,000","1,110,000",20260608
