日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
1150605,電子工業類指數,2917.66,-,44.91,-1.52,
1150605,半導體類指數,1521.49,-,19.69,-1.28,
1150605,電腦及週邊設備類指數,439.75,-,10.26,-2.28,
1150605,光電類指數,66.19,-,2.12,-3.10,
1150605,通信網路類指數,257.33,-,1.99,-0.77,
1150605,電子零組件類指數,952.20,-,19.84,-2.04,
1150605,電子通路類指數,409.76,-,5.81,-1.40,
1150605,資訊服務類指數,216.70,-,3.42,-1.55,
1150605,其他電子類指數,309.55,-,6.67,-2.11,
1150605,建材營造類指數,465.53,+,4.12,0.89,
1150605,航運類指數,191.74,+,0.64,0.33,
1150605,觀光餐旅類指數,103.92,-,0.26,-0.25,
1150605,金融保險類指數,2930.55,+,23.03,0.79,
1150605,貿易百貨類指數,239.63,-,8.62,-3.47,
1150605,油電燃氣類指數,79.66,-,2.93,-3.55,
1150605,綠能環保類指數,135.64,-,0.73,-0.54,
1150605,數位雲端類指數,50.99,+,3.27,6.85,
1150605,運動休閒類指數,61.23,-,0.18,-0.29,
1150605,居家生活類指數,93.70,-,0.60,-0.64,
1150605,其他類指數,277.62,-,0.34,-0.12,
1150605,臺指日報酬兩倍指數,219075.39,-,"5,976.63",-2.66,
1150605,臺指反向一倍指數,1308.36,+,17.15,1.33,
1150605,電子類兩倍槓桿指數,377634.32,-,"11,807.20",-3.03,
1150605,電子類反向指數,794.11,+,11.86,1.52,
1150605,臺灣生技指數,3634.06,+,11.70,0.32,
1150605,臺灣中小型公司治理指數,21271.04,-,401.31,-1.85,
1150605,臺灣IPO指數,9529.33,-,45.30,-0.47,
1150605,智慧中立指數,3101.76,+,0.40,0.01,
1150605,臺灣企業社會責任中小型指數,17208.70,-,396.82,-2.25,
1150605,特選臺灣電動車代表指數,22618.67,-,850.25,-3.62,
1150605,臺灣科技龍頭通訊指數,25262.53,-,414.73,-1.62,
1150605,臺灣全市場指數,15746.84,-,235.40,-1.47,
1150605,臺灣全市場半導體指數,20128.05,-,448.31,-2.18,
1150605,臺灣智慧移動與電動車指數,16427.08,-,239.51,-1.44,
1150605,特選小資高價30指數,22095.66,-,428.32,-1.90,
1150605,特選臺灣綠能及電動車指數,11658.01,-,269.12,-2.26,
1150605,特選臺灣智能車供應鏈聯盟指數,18154.75,-,378.76,-2.04,
1150605,臺灣全市場半導體精選30指數,15775.89,-,338.29,-2.10,
1150605,特選臺灣高股息30指數,7316.67,+,1.67,0.02,
1150605,臺灣友善環境指數,13178.17,-,161.24,-1.21,
1150605,台灣永續價值指數,13105.59,-,171.26,-1.29,
1150605,特選臺灣IC設計指數,7570.79,-,158.03,-2.04,
1150605,特選臺灣環境永續高股息指數,8072.66,+,10.33,0.13,
1150605,臺灣友善環境50指數,12428.22,-,197.24,-1.56,
1150605,特選臺灣IC設計產業代表指數,10041.89,-,304.14,-2.94,
1150605,特選臺灣綠能指數,10134.40,-,407.43,-3.86,
1150605,特選臺灣智慧50指數,10132.67,-,168.22,-1.63,
1150605,臺灣晶圓製造指數,16202.35,-,344.27,-2.08,
1150605,臺灣精選高息指數,8125.57,+,71.45,0.89,
1150605,臺灣多因子優選高股息30指數,11014.79,+,139.96,1.29,
1150605,特選臺灣優利高填息30指數,11260.20,+,60.49,0.54,
1150605,特選臺灣科技優息指數,15130.93,-,250.81,-1.63,
1150605,臺灣半導體收益指數,16101.85,-,310.27,-1.89,
1150605,臺灣優選成長高股息指數,12154.85,-,155.18,-1.26,
1150605,特選臺灣ESG低碳高息40指數,11739.25,-,30.09,-0.26,
1150605,臺灣優選多因子30指數,13995.73,+,47.83,0.34,
1150605,臺灣創新科技50指數,22144.56,-,463.29,-2.05,
1150605,臺灣全市場新經濟產業指數,3958.92,+,6.02,0.15,
1150605,臺灣ESG永續高股息等權重指數,7455.71,+,0.33,--,
1150605,臺灣永續高息中小型指數,7810.97,-,58.43,-0.74,
1150605,特選臺灣高息動能指數,9693.74,-,3.85,-0.04,
1150605,臺灣電子成長高息等權重指數,8926.46,-,85.20,-0.95,
1150605,特選臺灣優利成長指數,7601.10,-,145.46,-1.88,
1150605,臺灣價值高息指數,7386.97,-,28.72,-0.39,
1150605,特選臺灣IC設計動能指數,13174.51,-,557.07,-4.06,
1150605,臺灣趨勢動能高股息指數,8292.22,+,6.03,0.07,
1150605,特選臺灣科技高息成長指數,8769.10,-,16.80,-0.19,
1150605,特選臺灣AI優息動能指數,7863.29,-,155.19,-1.94,
1150605,臺灣優選AI 50指數,9702.87,-,184.50,-1.87,
1150605,臺灣AI供應鏈聯盟指數,17595.78,-,443.88,-2.46,
1150605,台灣旗艦動能50指數,10590.10,-,269.24,-2.48,
1150605,特選臺灣動能趨勢指數,16364.22,-,244.03,-1.47,
1150605,金融類日報酬兩倍指數,87135.24,+,"1,358.84",1.58,
1150605,金融類日報酬反向一倍指數,2397.07,-,19.14,-0.79,
1150605,漲升股利150指數,21471.43,-,298.83,-1.37,
1150605,藍籌30指數,27200.86,-,361.41,-1.31,
1150605,工業菁英30指數,23536.21,-,185.77,-0.78,
1150605,低波動股利精選30指數,11819.69,+,111.28,0.95,
1150605,中小型A級動能50指數,33602.79,-,259.64,-0.77,
1150605,特選高息低波指數,11695.04,-,82.39,-0.70,
1150605,臺灣永續指數,25192.22,-,342.66,-1.34,
1150605,存股雙十等權重指數,19955.44,-,39.55,-0.20,
1150605,特選大蘋果指數,30252.76,-,732.79,-2.36,
1150605,中小型300指數,17916.56,-,220.48,-1.22,
1150605,微波高息精選20指數,12785.74,+,207.08,1.65,
1150605,特選世代行動通訊指數,20948.96,-,307.32,-1.45,
1150605,智慧投資多因子30指數,7956.59,-,31.71,-0.40,
1150605,臺股期貨指數,24698.97,-,591.65,-2.34,
1150605,臺灣上櫃永續指數,14093.61,-,439.70,-3.03,
1150605,特選台股領航指數,26200.12,-,490.74,-1.84,
1150605,特選Smart多因子指數,19229.38,-,277.63,-1.42,
1150605,特選ESG高股息指數,12702.58,+,2.63,0.02,
1150605,特選上櫃ESG成長指數,10080.66,-,352.23,-3.38,
1150605,臺灣優息存股指數,5605.45,-,39.21,-0.69,
1150605,特選上櫃ESG永續高股息指數,14771.30,-,566.47,-3.69,
1150605,特選臺灣金融高股息存股指數,9314.25,+,52.00,0.56,
1150605,特選臺灣產業龍頭存股等權重指數,9031.09,-,126.18,-1.38,
1150605,上櫃ESG 30指數,16130.26,-,454.85,-2.74,
1150605,臺灣ESG低碳50指數,16930.28,-,240.06,-1.40,
1150605,臺灣創新板指數,18471.04,+,34.90,0.19,
1150605,特選上櫃ESG龍頭指數,13456.07,-,301.48,-2.19,
1150605,臺灣市值動能50指數,10974.46,-,163.25,-1.47,
1150605,臺灣護城河概念優選50指數,10347.99,-,99.08,-0.95,
1150605,特選臺灣中小型精選動能100指數,7175.61,-,67.98,-0.94,
1150605,特選臺灣大型股25指數,11567.40,-,106.45,-0.91,
1150605,特選臺灣TOP 50指數,8951.48,-,132.25,-1.46,
1150605,寶島股價報酬指數,77262.38,-,"1,082.05",-1.38,
1150605,發行量加權股價報酬指數,102830.59,-,"1,383.35",-1.33,
1150605,臺灣公司治理100報酬指數,42456.79,-,479.87,-1.12,
1150605,臺灣50報酬指數,95484.77,-,"1,244.13",-1.29,
1150605,臺灣50權重上限30%報酬指數,82167.11,-,"1,360.87",-1.63,
1150605,臺灣中型100報酬指數,77642.57,-,"1,157.90",-1.47,
1150605,臺灣資訊科技股報酬指數,188151.20,-,"2,397.35",-1.26,
1150605,臺灣發達報酬指數,40214.98,-,"1,085.97",-2.63,
1150605,臺灣高股息報酬指數,46201.63,-,508.38,-1.09,
1150605,臺灣就業99報酬指數,48018.71,-,839.51,-1.72,
1150605,臺灣高薪100報酬指數,36591.87,-,510.84,-1.38,
1150605,未含金融電子報酬指數,35968.41,-,474.32,-1.30,
1150605,小型股300報酬指數,21245.38,-,150.63,-0.70,
1150605,水泥類報酬指數,272.50,-,0.21,-0.08,
1150605,食品類報酬指數,3348.16,+,4.20,0.13,
1150605,塑膠類報酬指數,435.38,-,21.59,-4.72,
1150605,紡織纖維類報酬指數,915.02,-,11.84,-1.28,
1150605,電機機械類報酬指數,924.41,-,36.53,-3.80,
1150605,電器電纜類報酬指數,194.06,-,10.11,-4.95,
1150605,化學生技醫療類報酬指數,255.85,+,0.37,0.14,
1150605,化學類報酬指數,379.00,-,2.38,-0.62,
1150605,生技醫療類報酬指數,119.27,+,0.66,0.56,
1150605,玻璃陶瓷類報酬指數,206.01,-,2.85,-1.36,
1150605,造紙類報酬指數,430.66,-,9.28,-2.11,
1150605,鋼鐵類報酬指數,224.02,-,0.27,-0.12,
1150605,橡膠類報酬指數,359.40,-,3.56,-0.98,
1150605,汽車類報酬指數,527.68,+,2.93,0.56,
1150605,電子工業類報酬指數,5976.12,-,91.96,-1.52,
1150605,半導體類報酬指數,2899.40,-,37.51,-1.28,
1150605,電腦及週邊設備類報酬指數,1082.75,-,25.26,-2.28,
1150605,光電類報酬指數,107.43,-,3.45,-3.11,
1150605,通信網路類報酬指數,597.53,-,4.62,-0.77,
1150605,電子零組件類報酬指數,1926.10,-,40.12,-2.04,
1150605,電子通路類報酬指數,1151.90,-,16.31,-1.40,
1150605,資訊服務類報酬指數,576.64,-,9.10,-1.55,
1150605,其他電子類報酬指數,557.81,-,12.04,-2.11,
1150605,建材營造類報酬指數,1053.69,+,9.32,0.89,
1150605,航運類報酬指數,414.34,+,1.37,0.33,
1150605,觀光餐旅類報酬指數,160.84,-,0.40,-0.25,
1150605,金融保險類報酬指數,5630.34,+,44.25,0.79,
1150605,貿易百貨類報酬指數,412.70,-,14.85,-3.47,
1150605,油電燃氣類報酬指數,135.44,-,4.98,-3.55,
1150605,綠能環保類報酬指數,148.09,-,0.80,-0.54,
1150605,數位雲端類報酬指數,54.62,+,3.50,6.85,
1150605,運動休閒類報酬指數,68.33,-,0.19,-0.28,
1150605,居家生活類報酬指數,108.66,-,0.70,-0.64,
1150605,其他類報酬指數,527.09,-,0.64,-0.12,
1150605,臺灣生技報酬指數,4231.41,+,13.63,0.32,
1150605,臺灣中小型公司治理報酬指數,30886.63,-,580.75,-1.85,
1150605,臺灣IPO報酬指數,11798.51,-,56.08,-0.47,
1150605,智慧中立報酬指數,4265.16,+,0.56,0.01,
1150605,加權指數掩護性臺指買權價外5%報酬指數,15871.77,-,25.85,-0.16,
1150605,臺灣企業社會責任中小型報酬指數,22929.73,-,527.44,-2.25,
1150605,特選臺灣電動車代表報酬指數,27932.57,-,"1,050.01",-3.62,
1150605,臺灣科技龍頭通訊報酬指數,30519.98,-,501.03,-1.62,
1150605,臺灣全市場報酬指數,18638.94,-,278.50,-1.47,
1150605,臺灣全市場半導體報酬指數,24194.09,-,538.46,-2.18,
1150605,臺灣智慧移動與電動車報酬指數,19818.46,-,288.94,-1.44,
1150605,特選小資高價30報酬指數,25635.39,-,496.92,-1.90,
1150605,特選臺灣綠能及電動車報酬指數,13992.11,-,323.00,-2.26,
1150605,特選臺灣智能車供應鏈聯盟報酬指數,21608.56,-,450.81,-2.04,
1150605,臺灣全市場半導體精選30報酬指數,18583.56,-,398.49,-2.10,
1150605,特選臺灣高股息30報酬指數,11048.49,+,2.52,0.02,
1150605,臺灣友善環境報酬指數,15620.13,-,190.70,-1.21,
1150605,台灣永續價值報酬指數,15020.85,-,196.28,-1.29,
1150605,特選臺灣IC設計報酬指數,9225.73,-,192.58,-2.04,
1150605,特選臺灣環境永續高股息報酬指數,12016.11,+,15.38,0.13,
1150605,臺灣友善環境50報酬指數,14687.00,-,233.09,-1.56,
1150605,特選臺灣IC設計產業代表報酬指數,12267.11,-,371.54,-2.94,
1150605,特選臺灣綠能報酬指數,11619.78,-,467.14,-3.86,
1150605,特選臺灣智慧50報酬指數,12193.70,-,202.44,-1.63,
1150605,臺灣晶圓製造報酬指數,19064.53,-,405.08,-2.08,
1150605,臺灣精選高息報酬指數,11846.32,+,104.17,0.89,
1150605,臺灣多因子優選高股息30報酬指數,13857.63,+,176.09,1.29,
1150605,特選臺灣優利高填息30報酬指數,14827.46,+,79.67,0.54,
1150605,特選臺灣科技優息報酬指數,17777.10,-,294.67,-1.63,
1150605,臺灣半導體收益報酬指數,18589.53,-,358.20,-1.89,
1150605,臺灣優選成長高股息報酬指數,14182.02,-,181.05,-1.26,
1150605,特選臺灣ESG低碳高息40報酬指數,13693.05,-,35.09,-0.26,
1150605,臺灣優選多因子30報酬指數,15531.28,+,53.08,0.34,
1150605,臺灣創新科技50報酬指數,24419.55,-,510.89,-2.05,
1150605,臺灣全市場新經濟產業報酬指數,4430.13,+,6.73,0.15,
1150605,臺灣ESG永續高股息等權重報酬指數,8621.85,+,9.14,0.11,
1150605,臺灣永續高息中小型報酬指數,8798.58,-,65.82,-0.74,
1150605,特選臺灣高息動能報酬指數,10798.94,-,4.29,-0.04,
1150605,臺灣電子成長高息等權重報酬指數,9877.24,-,94.27,-0.95,
1150605,特選臺灣優利成長報酬指數,8475.07,-,162.18,-1.88,
1150605,臺灣價值高息報酬指數,8246.77,-,32.06,-0.39,
1150605,特選臺灣IC設計動能報酬指數,13857.84,-,585.96,-4.06,
1150605,臺灣趨勢動能高股息報酬指數,9236.68,+,6.72,0.07,
1150605,特選臺灣科技高息成長報酬指數,9740.06,-,18.66,-0.19,
1150605,特選臺灣AI優息動能報酬指數,8463.53,-,167.03,-1.94,
1150605,臺灣優選AI 50報酬指數,10451.83,-,198.74,-1.87,
1150605,臺灣AI供應鏈聯盟報酬指數,18158.82,-,458.08,-2.46,
1150605,台灣旗艦動能50報酬指數,11149.17,-,283.45,-2.48,
1150605,特選臺灣動能趨勢報酬指數,17537.22,-,261.52,-1.47,
1150605,漲升股利150報酬指數,33026.42,-,459.64,-1.37,
1150605,藍籌30報酬指數,38489.56,-,511.40,-1.31,
1150605,工業菁英30報酬指數,33717.75,-,266.13,-0.78,
1150605,低波動股利精選30報酬指數,17123.18,+,161.21,0.95,
1150605,中小型A級動能50報酬指數,44100.82,-,340.75,-0.77,
1150605,特選高息低波報酬指數,18808.53,-,132.50,-0.70,
1150605,臺灣永續報酬指數,35581.51,-,483.96,-1.34,
1150605,存股雙十等權重報酬指數,29383.41,-,58.24,-0.20,
1150605,特選大蘋果報酬指數,40492.46,-,980.83,-2.36,
1150605,中小型300報酬指數,23079.69,-,284.02,-1.22,
1150605,微波高息精選20報酬指數,17035.56,+,275.92,1.65,
1150605,特選世代行動通訊報酬指數,26439.37,-,387.87,-1.45,
1150605,智慧投資多因子30報酬指數,10890.37,-,43.41,-0.40,
1150605,特選大蘋果報酬正向兩倍指數,253781.85,-,"12,599.68",-4.73,
1150605,特選大蘋果報酬反向一倍指數,1061.16,+,24.52,2.37,
1150605,臺灣上櫃永續報酬指數,17582.05,-,546.92,-3.02,
1150605,特選台股領航報酬指數,34024.23,-,637.28,-1.84,
1150605,特選Smart多因子報酬指數,23561.89,-,339.70,-1.42,
1150605,特選ESG高股息報酬指數,17758.85,+,3.67,0.02,
1150605,特選上櫃ESG成長報酬指數,11714.42,-,409.32,-3.38,
1150605,臺灣優息存股報酬指數,7005.84,-,49.01,-0.69,
1150605,特選上櫃ESG永續高股息報酬指數,17496.79,-,670.98,-3.69,
1150605,特選臺灣金融高股息存股報酬指數,10738.25,+,59.95,0.56,
1150605,特選臺灣產業龍頭存股等權重報酬指數,10355.81,-,144.68,-1.38,
1150605,上櫃ESG 30報酬指數,17902.85,-,504.84,-2.74,
1150605,臺灣ESG低碳50報酬指數,18892.48,-,267.89,-1.40,
1150605,臺灣創新板報酬指數,19009.31,+,35.91,0.19,
1150605,特選上櫃ESG龍頭報酬指數,14567.36,-,326.37,-2.19,
1150605,臺灣市值動能50報酬指數,11460.55,-,170.48,-1.47,
1150605,臺灣護城河概念優選50報酬指數,10746.42,-,102.90,-0.95,
1150605,特選臺灣中小型精選動能100報酬指數,7439.21,-,70.47,-0.94,
1150605,特選臺灣大型股25報酬指數,11908.80,-,109.59,-0.91,
1150605,特選臺灣TOP 50報酬指數,8984.37,-,132.73,-1.46,
