證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
061004,佳必琪凱基5C購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
061224,嘉澤群益59購09,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"46,000","29,000","17,000","17,000",20260605
060404,創見群益59購05,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"63,000","46,000","17,000","17,000",20260605
068889,樺漢群益5B購02,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
069163,盟立凱基5C購02,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
052760,瑞昱永豐58購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"22,000","5,000","17,000","17,000",20260605
052752,昇貿國泰58購02,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"20,000","3,000","17,000","17,000",20260605
053130,金寶群益58購02,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"18,000","1,000","17,000","17,000",20260605
062365,達邁永豐61購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
062215,達興凱基5A購03,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"63,000","46,000","17,000","17,000",20260605
053485,華泰凱基5C購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"20,000","3,000","17,000","17,000",20260605
069741,祥碩元大5C購02,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"20,000","3,000","17,000","17,000",20260605
054266,南亞元富57購05,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
070002,華邦電台新5C購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
062991,菱生富邦5C購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"32,000","15,000","17,000","17,000",20260605
08703U,嘉澤中信59售01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
08692U,FBNQ2X國票59售02,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"18,000","1,000","17,000","17,000",20260605
08939U,世芯元大5A售02,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
034247,緯創元大58購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
050241,神達凱基58購03,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"27,000","10,000","17,000","17,000",20260605
1423,利華,"19,000","5,000","14,000",0,0,0,0,0,0,"3,000","3,000",0,"3,000",0,0,0,"17,000",20260605
046202,至上富邦56購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
064584,南亞科凱基5A購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"25,000","8,000","17,000","17,000",20260605
067396,文曄元大5B購05,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"47,000","30,000","17,000","17,000",20260605
067311,英業達凱基5B購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
058515,GIS元富59購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
058447,奇鋐元大61購07,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
066715,英業達富邦5B購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
058292,天虹凱基5A購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"25,000","8,000","17,000","17,000",20260605
057331,東元元大58購04,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"27,000","10,000","17,000","17,000",20260605
057901,志聖國票5A購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"18,000","1,000","17,000","17,000",20260605
066227,台積電台新65購04,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"75,000","58,000","17,000","17,000",20260605
066174,聯發科元大5B購09,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
057006,瑞昱統一64購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"19,000","2,000","17,000","17,000",20260605
038739,英業達中信57購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
066401,嘉晶元大5B購02,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"200,000","183,000","17,000","17,000",20260605
038877,光寶科元大5A購02,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
056040,華航永豐59購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"38,000","21,000","17,000","17,000",20260605
056215,佳能凱基58購03,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
065543,國巨國票5B購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
050773,漢唐元富61購01,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
065376,緯穎國票5B購03,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"26,000","9,000","17,000","17,000",20260605
065929,台積電元大5B購12,0,0,0,0,0,0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",20260605
3308,聯德,"183,020","153,000","30,020",0,0,0,0,0,0,"-13,532",0,"13,532","-13,532",0,0,0,"16,488",20260605
041283,強茂元大56購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
064826,新唐凱基5C購04,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"100,000","84,000","16,000","16,000",20260605
048236,欣興元大56購18,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
063778,亞翔元大5A購07,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"20,000","4,000","16,000","16,000",20260605
063757,辛耘元大5A購05,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"110,000","94,000","16,000","16,000",20260605
063896,國巨永豐64購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
064179,新日興國票5A購02,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
044803,愛普統一6B購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
063521,佳能兆豐5A購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"187,000","171,000","16,000","16,000",20260605
054953,元黃金群益5B購03,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
069959,南茂台新63購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
070501,玉晶光統一56購02,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
053524,友達統一61購04,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"27,000","11,000","16,000","16,000",20260605
062175,東台永豐5C購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"71,000","55,000","16,000","16,000",20260605
062158,勤誠國泰5B購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
047977,英業達凱基57購02,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
061719,新纖國票5A購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
061564,台積電永豐63購10,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"20,000","4,000","16,000","16,000",20260605
061413,定穎控群益59購09,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
068989,漢唐台新5B購09,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"31,000","15,000","16,000","16,000",20260605
068991,南亞科台新5C購04,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"62,000","46,000","16,000","16,000",20260605
068976,康舒凱基5B購04,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"20,000","4,000","16,000","16,000",20260605
069095,仁寶永豐61購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"32,000","16,000","16,000","16,000",20260605
068405,台玻群益5B購04,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"36,000","20,000","16,000","16,000",20260605
061060,GIS元大59購03,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
060991,漢唐凱基59購04,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
067765,玉山金台新65購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"47,000","31,000","16,000","16,000",20260605
067746,中砂台新5B購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"20,000","4,000","16,000","16,000",20260605
046961,南亞中信5C購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
066005,洋基台新5B購02,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
065728,盟立元大5B購05,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"21,000","5,000","16,000","16,000",20260605
6796,晉弘,"31,000","15,000","16,000",0,0,0,0,0,0,0,"1,000","1,000",0,0,0,0,"16,000",20260605
056363,中興電凱基59購02,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"61,000","45,000","16,000","16,000",20260605
048308,京元電凱基5C購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
033942,聯電統一5A購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"17,000","1,000","16,000","16,000",20260605
03210T,臺股指群益5B售19,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"65,000","49,000","16,000","16,000",20260605
03227T,台積電元大5B售18,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"18,000","2,000","16,000","16,000",20260605
066113,矽創凱基5B購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
055331,亞德客凱基58購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"18,000","2,000","16,000","16,000",20260605
055219,今國光凱基58購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"31,000","15,000","16,000","16,000",20260605
055952,緯穎元富62購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"34,000","18,000","16,000","16,000",20260605
055614,華通中信5A購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"35,000","19,000","16,000","16,000",20260605
055617,鴻海永豐58購05,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
066447,揚博凱基5B購02,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"55,000","39,000","16,000","16,000",20260605
066344,智邦群益5B購08,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"44,000","28,000","16,000","16,000",20260605
037496,嘉澤統一64購02,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"144,000","128,000","16,000","16,000",20260605
057898,鴻海國票66購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"99,000","83,000","16,000","16,000",20260605
03299T,漢唐群益5B售03,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
058719,萬海國泰5A購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"100,000","84,000","16,000","16,000",20260605
067357,啟碁台新5B購03,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"36,000","20,000","16,000","16,000",20260605
067576,矽創群益5B購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"77,000","61,000","16,000","16,000",20260605
067515,華碩元大63購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"16,000",0,"16,000","16,000",20260605
067221,大聯大富邦62購01,0,0,0,0,0,0,0,0,0,"16,000",0,0,0,"17,000","1,000","16,000","16,000",20260605
1587,吉茂,"235,000","220,000","15,000",0,0,0,0,0,0,604,"2,000","1,396",604,0,0,0,"15,604",20260605
1227,佳格,"1,404,000","1,362,450","41,550",0,0,0,0,"1,000","-1,000","-25,000","20,000","45,000","-25,000",0,0,0,"15,550",20260605
2505,國揚,"114,460","95,000","19,460",0,0,0,0,0,0,"-4,000","8,000","12,000","-4,000",0,0,0,"15,460",20260605
9942,茂順,"36,440","23,000","13,440",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"15,440",20260605
065743,力積電元大5B購05,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
066126,國巨永豐5C購03,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
042065,大毅元富57購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
035390,中砂元大57購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
048539,富世達凱基57購10,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"23,000","8,000","15,000","15,000",20260605
03481T,南亞科台新5C售06,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"16,000","1,000","15,000","15,000",20260605
055567,大亞凱基58購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"26,000","11,000","15,000","15,000",20260605
055535,台化元富58購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"22,000","7,000","15,000","15,000",20260605
055649,長興統一62購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"20,000","5,000","15,000","15,000",20260605
055735,凱美元大58購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
020030,統一智慧電動車N,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"25,000","10,000","15,000","15,000",20260605
030791,光寶科凱基58購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
050891,群創中信59購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"39,000","24,000","15,000","15,000",20260605
065353,川湖國票61購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"20,000","5,000","15,000","15,000",20260605
03316T,眾達台新5B售05,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
058203,采鈺元大59購05,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
057975,台塑元大59購07,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
03157T,力積電台新5B售05,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
03150T,台積電群益5B售11,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
066216,台積電台新61購03,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"38,000","23,000","15,000","15,000",20260605
056976,亞德客凱基58購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"94,000","79,000","15,000","15,000",20260605
057050,南亞凱基58購06,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
056554,佳能元大58購10,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"65,000","50,000","15,000","15,000",20260605
066374,矽格台新5B購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"75,000","60,000","15,000","15,000",20260605
066377,宏全台新5B購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
048906,定穎控元富56購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
066674,創見凱基5B購03,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
067233,中砂永豐61購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
043601,道瓊銀永豐57購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
052240,玉晶光元富59購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"315,000","300,000","15,000","15,000",20260605
067309,台積電凱基5C購14,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
067303,中砂凱基5B購04,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"36,000","21,000","15,000","15,000",20260605
058635,臻鼎統一73購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
053999,友達元大5B購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
067106,南亞科元大5B購12,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
066905,群創元大5C購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
066902,日電貿元大5B購03,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
058496,GIS國票59購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"20,000","5,000","15,000","15,000",20260605
047614,華新國泰57購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
2450,神腦,"139,000","114,000","25,000",0,0,0,0,0,0,"-10,000","4,000","14,000","-10,000",0,0,0,"15,000",20260605
064723,晟銘電元大5A購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
064434,臻鼎統一66購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
08995U,天虹國票5A售02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"75,000","60,000","15,000","15,000",20260605
053903,漢唐永豐58購04,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"25,000","10,000","15,000","15,000",20260605
053924,中興電群益59購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
051460,福懋科元富57購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"16,000","1,000","15,000","15,000",20260605
049295,新日興富邦58購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
046729,英業達國泰57購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
064834,富世達凱基5B購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
050481,神達國泰57購05,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
4190,佐登-KY,"28,000","6,000","22,000",0,0,0,0,0,0,"-7,000",0,"7,000","-7,000",0,0,0,"15,000",20260605
065077,昇陽半永豐61購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
07684U,臺股指群益5C售01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"25,000","10,000","15,000","15,000",20260605
07661U,台玻元富59售02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
079744,亞光統一58購04,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
062730,敬鵬凱基5A購03,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
063407,智邦元大64購03,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
055077,元金2X凱基59購03,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
063465,眾達統一63購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"35,000","20,000","15,000","15,000",20260605
054703,川湖統一61購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
054814,海華群益59購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
063071,啟碁國泰5B購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"20,000","5,000","15,000","15,000",20260605
054449,中興電統一64購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"16,000","1,000","15,000","15,000",20260605
054666,光寶科元大57購07,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
063209,鴻勁群益5A購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
083336,友達統一56購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
08457U,台灣50國泰5A售01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
085975,華碩統一57購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
08597U,元石油群益63售02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
08838U,台積電凱基67售09,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
044561,鴻海群益58購04,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"25,000","10,000","15,000","15,000",20260605
08797U,香港2X元大5A售03,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"25,000","10,000","15,000","15,000",20260605
08735U,華通群益63售04,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
045564,慧洋凱基57購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"63,000","48,000","15,000","15,000",20260605
063812,TPK統一64購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
089152,神達元富57購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
08963U,臺股指凱基61售08,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
08893U,世芯凱基5A售03,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"65,000","50,000","15,000","15,000",20260605
08908U,智邦凱基5A售05,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
08902U,香港2X國票5A售02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"30,000","15,000","15,000","15,000",20260605
045188,華新科統一6B購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
053708,超豐凱基57購05,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"18,000","3,000","15,000","15,000",20260605
059460,日月光元大59購13,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
059371,台塑中信59購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
058881,聯電富邦5A購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
067780,昇陽半台新5B購06,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"40,000","25,000","15,000","15,000",20260605
067774,智伸科台新5B購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
067808,長華國票5B購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
068011,華邦電統一65購03,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"30,000","15,000","15,000","15,000",20260605
059887,金像電元大59購10,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
059833,智原國票5B購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"25,000","10,000","15,000","15,000",20260605
060999,牧德凱基5B購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
060712,緯穎永豐5B購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
060684,永光永豐5C購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"20,000","5,000","15,000","15,000",20260605
068361,帆宣群益5B購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"45,000","30,000","15,000","15,000",20260605
068339,鴻海群益5B購10,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"30,000","15,000","15,000","15,000",20260605
060513,大聯大群益5A購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
060463,華通台新59購05,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
060540,佳必琪國票5A購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"20,000","5,000","15,000","15,000",20260605
069146,力積電元大5C購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"25,000","10,000","15,000","15,000",20260605
052604,兆聯群益57購03,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
052947,中興電統一71購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"782,000","767,000","15,000","15,000",20260605
069293,華城台新63購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
061442,國巨凱基59購10,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
061334,友達元大63購10,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
061680,智原凱基5B購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
061721,為升國票5A購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"17,000","2,000","15,000","15,000",20260605
062313,東台元大5A購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"25,000","10,000","15,000","15,000",20260605
062149,仁寶國泰5B購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
051281,同欣電統一5B購02,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
051405,今國光凱基57購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
03251T,聯電元大5B售09,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
032876,SP黃豆凱基58購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
069519,華東台新5B購04,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"15,000",0,"15,000","15,000",20260605
069468,研華國泰5C購01,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,"45,000","30,000","15,000","15,000",20260605
3010,華立,"405,323","254,358","150,965",0,0,0,"10,000","123,000","-113,000","-23,086","7,000","15,756","-8,756",0,"14,330","-14,330","14,879",20260605
064967,帆宣元大61購01,0,0,0,0,0,0,0,0,0,"14,000",0,0,0,"25,000","11,000","14,000","14,000",20260605
