證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
3312,弘憶股,"9,756,500","5,980,030","3,776,470",0,0,0,0,0,0,"-81,048","32,595","152,643","-120,048","43,000","4,000","39,000","3,695,422",20260605
00688L,國泰20年美債正2,"35,000","500,000","-465,000",0,0,0,0,0,0,"4,002,531",0,0,0,"4,071,531","69,000","4,002,531","3,537,531",20260605
00945B,凱基美國非投等債,"3,872,000","24,000","3,848,000",0,0,0,0,0,0,"-321,759",0,0,0,"1,002,000","1,323,759","-321,759","3,526,241",20260605
2903,遠百,"4,155,634","578,000","3,577,634",0,0,0,0,"5,000","-5,000","-69,470","39,530","109,000","-69,470",0,0,0,"3,503,164",20260605
3376,新日興,"4,995,762","2,436,719","2,559,043",0,0,0,0,0,0,"673,056","342,201","57,615","284,586","444,659","56,189","388,470","3,232,099",20260605
1708,東鹼,"15,530,971","12,422,297","3,108,674",0,0,0,0,0,0,"71,268","71,136","37,410","33,726","132,436","94,894","37,542","3,179,942",20260605
1303,南亞,"24,166,950","20,984,562","3,182,388",0,0,0,"998,000","12,301","985,699","-998,716","203,000","1,133,930","-930,930","1,079,952","1,147,738","-67,786","3,169,371",20260605
6770,力積電,"32,676,198","19,516,847","13,159,351",0,0,0,"18,000",0,"18,000","-10,039,758","155,000","5,404,000","-5,249,000","341,265","5,132,023","-4,790,758","3,137,593",20260605
9933,中鼎,"5,154,749","2,074,263","3,080,486",0,0,0,"61,000","5,000","56,000","-51,010","42,725","93,735","-51,010",0,0,0,"3,085,476",20260605
2884,玉山金,"28,236,329","25,692,370","2,543,959",0,0,0,"584,000","108,549","475,451","-58,723","244,000","602,000","-358,000","698,554","399,277","299,277","2,960,687",20260605
2897,王道銀行,"3,825,497","995,457","2,830,040",0,0,0,0,0,0,"108,000","187,000","79,000","108,000",0,0,0,"2,938,040",20260605
2885,元大金,"23,178,997","15,603,140","7,575,857",0,0,0,"693,000","5,585,250","-4,892,250","99,981","473,000","432,933","40,067","556,954","497,040","59,914","2,783,588",20260605
063994,啟碁元大61購10,0,0,0,0,0,0,0,0,0,"2,739,000",0,0,0,"3,234,000","495,000","2,739,000","2,739,000",20260605
3149,正達,"10,894,650","8,149,000","2,745,650",0,0,0,0,0,0,"-50,047","45,502","95,549","-50,047",0,0,0,"2,695,603",20260605
3702,大聯大,"11,068,433","2,724,770","8,343,663",0,0,0,"9,000","5,549,000","-5,540,000","-119,420","41,000","132,000","-91,000","15,027","43,447","-28,420","2,684,243",20260605
6005,群益證,"17,014,808","9,812,061","7,202,747",0,0,0,0,"4,603,967","-4,603,967",0,0,0,0,0,0,0,"2,598,780",20260605
03140T,華邦電中信5B售02,0,0,0,0,0,0,0,0,0,"2,487,000",0,0,0,"2,595,000","108,000","2,487,000","2,487,000",20260605
068531,鴻海凱基5C購10,0,0,0,0,0,0,0,0,0,"2,482,000",0,0,0,"2,787,000","305,000","2,482,000","2,482,000",20260605
057660,精成科元大59購02,0,0,0,0,0,0,0,0,0,"2,454,000",0,0,0,"3,403,000","949,000","2,454,000","2,454,000",20260605
065403,T50正2富邦63購02,0,0,0,0,0,0,0,0,0,"2,454,000",0,0,0,"2,485,000","31,000","2,454,000","2,454,000",20260605
1909,榮成,"4,129,000","1,681,000","2,448,000",0,0,0,0,0,0,"-63,000","47,000","110,000","-63,000",0,0,0,"2,385,000",20260605
066627,川湖國泰5C購01,0,0,0,0,0,0,0,0,0,"2,381,000",0,0,0,"2,603,000","222,000","2,381,000","2,381,000",20260605
065251,南亞科台新5A購04,0,0,0,0,0,0,0,0,0,"2,305,000",0,0,0,"2,305,000",0,"2,305,000","2,305,000",20260605
045123,晟銘電元大58購01,0,0,0,0,0,0,0,0,0,"2,254,000",0,0,0,"2,274,000","20,000","2,254,000","2,254,000",20260605
2492,華新科,"1,904,200","648,850","1,255,350",0,0,0,"693,000","15,000","678,000","264,198","313,000","167,800","145,200","220,995","101,997","118,998","2,197,548",20260605
065642,台橡國泰5C購01,0,0,0,0,0,0,0,0,0,"2,182,000",0,0,0,"3,316,000","1,134,000","2,182,000","2,182,000",20260605
066918,華邦電兆豐65購03,0,0,0,0,0,0,0,0,0,"2,143,000",0,0,0,"2,884,000","741,000","2,143,000","2,143,000",20260605
00885,富邦越南,"200,000","566,079","-366,079",0,0,0,0,0,0,"2,488,380",0,0,0,"2,662,135","173,755","2,488,380","2,122,301",20260605
069109,力積電永豐5C購07,"4,000",0,"4,000",0,0,0,0,0,0,"2,106,000",0,0,0,"2,236,000","130,000","2,106,000","2,110,000",20260605
6890,來億-KY,"2,313,154","3,374,377","-1,061,223",0,0,0,"3,109,000",0,"3,109,000","42,108","34,000","49,567","-15,567","78,261","20,586","57,675","2,089,885",20260605
00985B,群益ESG投等債0-5,"2,238,000",0,"2,238,000",0,0,0,0,0,0,"-161,303",0,0,0,"1,844,697","2,006,000","-161,303","2,076,697",20260605
03136T,臺股指台新5B售01,0,0,0,0,0,0,0,0,0,"2,075,000",0,0,0,"2,085,000","10,000","2,075,000","2,075,000",20260605
2543,皇昌,"2,811,880","808,796","2,003,084",0,0,0,0,"1,000","-1,000","33,654","15,000","24,000","-9,000","65,669","23,015","42,654","2,035,738",20260605
08481U,欣興元富59售05,0,0,0,0,0,0,0,0,0,"2,032,000",0,0,0,"2,383,000","351,000","2,032,000","2,032,000",20260605
044920,大立光統一57購03,0,0,0,0,0,0,0,0,0,"1,990,000",0,0,0,"2,000,000","10,000","1,990,000","1,990,000",20260605
058444,新興元大5B購01,0,0,0,0,0,0,0,0,0,"1,921,000",0,0,0,"1,977,000","56,000","1,921,000","1,921,000",20260605
058614,鴻海統一66購01,0,0,0,0,0,0,0,0,0,"1,911,000",0,0,0,"2,013,000","102,000","1,911,000","1,911,000",20260605
069030,威盛元大5B購01,0,0,0,0,0,0,0,0,0,"1,910,000",0,0,0,"2,379,000","469,000","1,910,000","1,910,000",20260605
2349,錸德,"4,250,000","2,344,027","1,905,973",0,0,0,0,0,0,"2,013","4,000","1,987","2,013",0,0,0,"1,907,986",20260605
053982,中興電元大57購02,0,0,0,0,0,0,0,0,0,"1,896,000",0,0,0,"2,636,000","740,000","1,896,000","1,896,000",20260605
060742,台塑化富邦5C購01,0,0,0,0,0,0,0,0,0,"1,892,000",0,0,0,"1,892,000",0,"1,892,000","1,892,000",20260605
036274,達興元大59購01,0,0,0,0,0,0,0,0,0,"1,875,000",0,0,0,"2,040,000","165,000","1,875,000","1,875,000",20260605
038807,美時統一6A購02,0,0,0,0,0,0,0,0,0,"1,872,000",0,0,0,"1,872,000",0,"1,872,000","1,872,000",20260605
067112,智原元大61購01,0,0,0,0,0,0,0,0,0,"1,856,000",0,0,0,"2,171,000","315,000","1,856,000","1,856,000",20260605
064665,華城國泰5B購02,0,0,0,0,0,0,0,0,0,"1,836,000",0,0,0,"1,899,000","63,000","1,836,000","1,836,000",20260605
066850,T50反1群益5B購02,0,0,0,0,0,0,0,0,0,"1,815,000",0,0,0,"2,036,000","221,000","1,815,000","1,815,000",20260605
2461,光群雷,"2,415,138","613,000","1,802,138",0,0,0,0,0,0,"10,693","12,693","2,000","10,693",0,0,0,"1,812,831",20260605
2548,華固,"3,317,000","1,717,702","1,599,298",0,0,0,"54,000",0,"54,000","149,661","52,000","35,339","16,661","133,000",0,"133,000","1,802,959",20260605
062877,聯詠國泰5B購02,0,0,0,0,0,0,0,0,0,"1,800,000",0,0,0,"1,800,000",0,"1,800,000","1,800,000",20260605
069155,鴻海凱基5B購09,0,0,0,0,0,0,0,0,0,"1,796,000",0,0,0,"2,227,000","431,000","1,796,000","1,796,000",20260605
1710,東聯,"6,738,877","5,952,000","786,877",0,0,0,0,0,0,"999,619","43,000","40,271","2,729","1,112,076","115,186","996,890","1,786,496",20260605
009813,貝萊德標普卓越50,"111,000","2,000","109,000",0,0,0,0,0,0,"1,676,186",0,0,0,"2,503,000","826,814","1,676,186","1,785,186",20260605
07815U,臺股指中信5B售03,0,0,0,0,0,0,0,0,0,"1,774,000",0,0,0,"2,088,000","314,000","1,774,000","1,774,000",20260605
00984A,主動安聯台灣高息,"1,940,000","1,771,000","169,000",0,0,0,0,0,0,"1,570,238",0,"30,000","-30,000","6,381,051","4,780,813","1,600,238","1,739,238",20260605
1722,台肥,"3,475,020","1,725,000","1,750,020",0,0,0,0,"8,000","-8,000","-15,000","50,000","65,000","-15,000",0,0,0,"1,727,020",20260605
061666,上証2X凱基59購05,"2,000",0,"2,000",0,0,0,0,0,0,"1,718,000",0,0,0,"1,720,000","2,000","1,718,000","1,720,000",20260605
3023,信邦,"2,653,519","1,294,330","1,359,189",0,0,0,"229,000","1,000","228,000","116,937","104,336","16,000","88,336","47,707","19,106","28,601","1,704,126",20260605
062987,儒鴻富邦5C購01,0,0,0,0,0,0,0,0,0,"1,701,000",0,0,0,"1,801,000","100,000","1,701,000","1,701,000",20260605
058155,台化元大61購03,0,0,0,0,0,0,0,0,0,"1,693,000",0,0,0,"1,693,000",0,"1,693,000","1,693,000",20260605
066223,台積電台新64購02,0,0,0,0,0,0,0,0,0,"1,670,000",0,0,0,"1,934,000","264,000","1,670,000","1,670,000",20260605
6505,台塑化,"4,440,401","2,735,695","1,704,706",0,0,0,"32,000","13,385","18,615","-93,951","142,101","266,000","-123,899","221,146","191,198","29,948","1,629,370",20260605
03290T,臺股指元大5B售22,0,0,0,0,0,0,0,0,0,"1,629,000",0,0,0,"1,640,000","11,000","1,629,000","1,629,000",20260605
2426,鼎元,"4,509,246","3,380,921","1,128,325",0,0,0,0,0,0,"497,888","8,000","10,480","-2,480","628,459","128,091","500,368","1,626,213",20260605
036253,廣宇元大57購02,0,0,0,0,0,0,0,0,0,"1,603,000",0,0,0,"1,653,000","50,000","1,603,000","1,603,000",20260605
2014,中鴻,"2,840,962","1,201,130","1,639,832",0,0,0,0,0,0,"-45,000","83,000","68,000","15,000",0,"60,000","-60,000","1,594,832",20260605
059782,上品國泰5A購01,0,0,0,0,0,0,0,0,0,"1,570,000",0,0,0,"1,570,000",0,"1,570,000","1,570,000",20260605
064428,玉晶光統一66購01,0,0,0,0,0,0,0,0,0,"1,566,000",0,0,0,"1,568,000","2,000","1,566,000","1,566,000",20260605
4906,正文,"6,700,509","4,737,000","1,963,509",0,0,0,0,0,0,"-400,821","12,000","238,000","-226,000","74,841","249,662","-174,821","1,562,688",20260605
1319,東陽,"1,590,807","3,366,400","-1,775,593",0,0,0,"3,620,000","16,547","3,603,453","-287,231","27,100","32,241","-5,141","34,152","316,242","-282,090","1,540,629",20260605
00939,統一台灣高息動能,"551,000","572,000","-21,000",0,0,0,0,0,0,"1,558,595",0,0,0,"3,577,518","2,018,923","1,558,595","1,537,595",20260605
8454,富邦媒,"341,020","462,800","-121,780",0,0,0,"1,749,000","5,238","1,743,762","-101,174","33,734","135,908","-102,174","1,000",0,"1,000","1,520,808",20260605
2597,潤弘,"752,349","1,118,920","-366,571",0,0,0,"1,850,000","1,000","1,849,000","34,527","62,527","28,000","34,527",0,0,0,"1,516,956",20260605
6155,鈞寶,"4,746,152","3,338,199","1,407,953",0,0,0,0,0,0,"89,776","51,000","2,000","49,000","89,615","48,839","40,776","1,497,729",20260605
5534,長虹,"1,858,035","649,000","1,209,035",0,0,0,"315,000",0,"315,000","-26,850","27,000","53,850","-26,850","1,000","1,000",0,"1,497,185",20260605
070098,佳必琪元大5C購03,0,0,0,0,0,0,0,0,0,"1,497,000",0,0,0,"1,498,000","1,000","1,497,000","1,497,000",20260605
059306,長榮元大5A購04,0,0,0,0,0,0,0,0,0,"1,496,000",0,0,0,"1,836,000","340,000","1,496,000","1,496,000",20260605
056646,今國光統一65購01,0,0,0,0,0,0,0,0,0,"1,496,000",0,0,0,"1,542,000","46,000","1,496,000","1,496,000",20260605
054292,飛宏國票57購01,0,0,0,0,0,0,0,0,0,"1,487,000",0,0,0,"1,487,000",0,"1,487,000","1,487,000",20260605
065250,南亞科台新5A購03,0,0,0,0,0,0,0,0,0,"1,482,000",0,0,0,"1,482,000",0,"1,482,000","1,482,000",20260605
2887I,台新新光辛特,"1,602,000","142,000","1,460,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,460,000",20260605
062138,定穎控群益5B購04,0,0,0,0,0,0,0,0,0,"1,460,000",0,0,0,"1,490,000","30,000","1,460,000","1,460,000",20260605
3045,台灣大,"3,630,318","2,413,453","1,216,865",0,0,0,"336,000","50,881","285,119","-46,397","82,000","102,000","-20,000","45,603","72,000","-26,397","1,455,587",20260605
1444,力麗,"2,384,040","938,000","1,446,040",0,0,0,0,0,0,"1,975","17,000","15,025","1,975",0,0,0,"1,448,015",20260605
070091,奇鋐元大61購20,0,0,0,0,0,0,0,0,0,"1,433,000",0,0,0,"1,488,000","55,000","1,433,000","1,433,000",20260605
1904,正隆,"5,235,324","3,864,144","1,371,180",0,0,0,0,"2,000","-2,000","49,706","273,000","223,294","49,706",0,0,0,"1,418,886",20260605
070050,光寶科元大61購09,0,"5,000","-5,000",0,0,0,0,0,0,"1,419,000",0,0,0,"1,433,000","14,000","1,419,000","1,414,000",20260605
069854,東元群益61購01,0,0,0,0,0,0,0,0,0,"1,414,000",0,0,0,"1,789,000","375,000","1,414,000","1,414,000",20260605
5871,中租-KY,"5,850,737","13,402,469","-7,551,732",0,0,0,"9,040,000","31,664","9,008,336","-48,170","29,220","57,000","-27,780","20,000","40,390","-20,390","1,408,434",20260605
066883,川湖元大5B購20,0,0,0,0,0,0,0,0,0,"1,399,000",0,0,0,"1,404,000","5,000","1,399,000","1,399,000",20260605
061220,漢唐群益5A購04,0,0,0,0,0,0,0,0,0,"1,398,000",0,0,0,"1,418,000","20,000","1,398,000","1,398,000",20260605
066254,上品台新5B購02,0,0,0,0,0,0,0,0,0,"1,395,000",0,0,0,"1,395,000",0,"1,395,000","1,395,000",20260605
00983A,主動中信ARK創新,"276,000","455,000","-179,000",0,0,0,0,0,0,"1,570,583",0,0,0,"1,845,954","275,371","1,570,583","1,391,583",20260605
066229,台積電台新65購06,0,0,0,0,0,0,0,0,0,"1,365,000",0,0,0,"3,431,000","2,066,000","1,365,000","1,365,000",20260605
2606,裕民,"4,033,326","2,905,650","1,127,676",0,0,0,"465,000","108,000","357,000","-162,183","76,000","232,000","-156,000","131,820","138,003","-6,183","1,322,493",20260605
052202,揚博統一5C購01,0,0,0,0,0,0,0,0,0,"1,320,000",0,0,0,"1,341,000","21,000","1,320,000","1,320,000",20260605
068611,漢唐富邦61購03,0,0,0,0,0,0,0,0,0,"1,318,000",0,0,0,"1,318,000",0,"1,318,000","1,318,000",20260605
2515,中工,"2,589,510","1,221,000","1,368,510",0,0,0,0,"3,000","-3,000","-53,488","10,000","54,499","-44,499",0,"8,989","-8,989","1,312,022",20260605
064667,三集瑞國泰5B購01,0,0,0,0,0,0,0,0,0,"1,312,000",0,0,0,"1,425,000","113,000","1,312,000","1,312,000",20260605
03275T,臺股指國票5B售04,0,0,0,0,0,0,0,0,0,"1,307,000",0,0,0,"1,767,000","460,000","1,307,000","1,307,000",20260605
00932,兆豐永續高息等權,"231,000","662,000","-431,000",0,0,0,0,0,0,"1,731,834",0,0,0,"2,263,856","532,022","1,731,834","1,300,834",20260605
060303,皇昌國票59購02,0,0,0,0,0,0,0,0,0,"1,298,000",0,0,0,"1,298,000",0,"1,298,000","1,298,000",20260605
063990,定穎控元大61購09,0,0,0,0,0,0,0,0,0,"1,291,000",0,0,0,"1,491,000","200,000","1,291,000","1,291,000",20260605
067761,漢唐台新5B購07,0,0,0,0,0,0,0,0,0,"1,287,000",0,0,0,"1,347,000","60,000","1,287,000","1,287,000",20260605
1314,中石化,"15,448,335","14,071,681","1,376,654",0,0,0,0,0,0,"-103,087","86,000","189,087","-103,087",0,0,0,"1,273,567",20260605
066448,晶豪科凱基5B購04,0,0,0,0,0,0,0,0,0,"1,269,000",0,0,0,"1,352,000","83,000","1,269,000","1,269,000",20260605
8105,凌巨,"6,823,733","5,541,000","1,282,733",0,0,0,0,0,0,"-14,000","7,000","21,000","-14,000",0,0,0,"1,268,733",20260605
00898,國泰基因免疫革命,"1,337,000",0,"1,337,000",0,0,0,0,0,0,"-73,152",0,0,0,"179,848","253,000","-73,152","1,263,848",20260605
068140,智邦元大5B購07,0,0,0,0,0,0,0,0,0,"1,262,000",0,0,0,"1,917,000","655,000","1,262,000","1,262,000",20260605
3048,益登,"3,692,404","2,319,000","1,373,404",0,0,0,0,0,0,"-112,064","8,000","12,860","-4,860","52,353","159,557","-107,204","1,261,340",20260605
064843,燿華元大5B購02,0,0,0,0,0,0,0,0,0,"1,260,000",0,0,0,"1,756,000","496,000","1,260,000","1,260,000",20260605
089065,中興電元大57購01,0,0,0,0,0,0,0,0,0,"1,257,000",0,0,0,"1,262,000","5,000","1,257,000","1,257,000",20260605
069458,凱基金富邦62購02,0,0,0,0,0,0,0,0,0,"1,254,000",0,0,0,"1,660,000","406,000","1,254,000","1,254,000",20260605
6116,彩晶,"1,205,342","21,200","1,184,142",0,0,0,0,0,0,"62,800","71,000","8,000","63,000",0,200,-200,"1,246,942",20260605
00993A,主動安聯台灣,"1,816,000","2,349,000","-533,000",0,0,0,0,0,0,"1,778,831",0,0,0,"4,675,497","2,896,666","1,778,831","1,245,831",20260605
035422,緯創元大59購03,0,0,0,0,0,0,0,0,0,"1,210,000",0,0,0,"1,210,000",0,"1,210,000","1,210,000",20260605
065143,南亞科國泰5B購02,0,0,0,0,0,0,0,0,0,"1,201,000",0,0,0,"1,217,000","16,000","1,201,000","1,201,000",20260605
3305,昇貿,"2,727,575","1,407,470","1,320,105",0,0,0,0,0,0,"-121,227",0,"1,000","-1,000","134,366","254,593","-120,227","1,198,878",20260605
4915,致伸,"2,091,810","1,158,860","932,950",0,0,0,"10,000","11,594","-1,594","261,000","271,000","12,000","259,000","3,000","1,000","2,000","1,192,356",20260605
2633,台灣高鐵,"5,274,000","4,222,149","1,051,851",0,0,0,"203,000","24,000","179,000","-46,000","66,000","65,000","1,000","2,000","49,000","-47,000","1,184,851",20260605
051474,中環元大57購01,0,0,0,0,0,0,0,0,0,"1,182,000",0,0,0,"1,182,000",0,"1,182,000","1,182,000",20260605
063331,兆聯凱基5A購04,0,0,0,0,0,0,0,0,0,"1,177,000",0,0,0,"1,177,000",0,"1,177,000","1,177,000",20260605
058119,香港2X國票59購01,0,0,0,0,0,0,0,0,0,"1,174,000",0,0,0,"1,175,000","1,000","1,174,000","1,174,000",20260605
063099,台郡國票5B購01,0,0,0,0,0,0,0,0,0,"1,173,000",0,0,0,"1,173,000",0,"1,173,000","1,173,000",20260605
045287,晟銘電元大58購02,0,0,0,0,0,0,0,0,0,"1,168,000",0,0,0,"1,176,000","8,000","1,168,000","1,168,000",20260605
048114,燿華永豐56購01,0,0,0,0,0,0,0,0,0,"1,161,000",0,0,0,"1,161,000",0,"1,161,000","1,161,000",20260605
00924,復華S&P500成長,"136,340","23,000","113,340",0,0,0,0,0,0,"1,043,796",0,0,0,"1,596,000","552,204","1,043,796","1,157,136",20260605
051275,和椿統一65購02,0,0,0,0,0,0,0,0,0,"1,152,000",0,0,0,"1,164,000","12,000","1,152,000","1,152,000",20260605
03273T,群創國票5B售02,"3,000",0,"3,000",0,0,0,0,0,0,"1,142,000",0,0,0,"1,142,000",0,"1,142,000","1,145,000",20260605
064988,順德群益5A購05,0,0,0,0,0,0,0,0,0,"1,143,000",0,0,0,"1,437,000","294,000","1,143,000","1,143,000",20260605
066900,聯詠元大5B購02,0,0,0,0,0,0,0,0,0,"1,133,000",0,0,0,"1,143,000","10,000","1,133,000","1,133,000",20260605
8163,達方,"1,921,058","608,831","1,312,227",0,0,0,0,0,0,"-182,779","30,400","25,000","5,400","24,420","212,599","-188,179","1,129,448",20260605
064599,GIS凱基5A購02,0,0,0,0,0,0,0,0,0,"1,125,000",0,0,0,"1,125,000",0,"1,125,000","1,125,000",20260605
054865,燿華元大5C購01,0,0,0,0,0,0,0,0,0,"1,124,000",0,0,0,"1,233,000","109,000","1,124,000","1,124,000",20260605
064931,南亞科凱基5A購04,0,0,0,0,0,0,0,0,0,"1,103,000",0,0,0,"1,106,000","3,000","1,103,000","1,103,000",20260605
068629,保瑞富邦62購03,0,0,0,0,0,0,0,0,0,"1,101,000",0,0,0,"1,101,000",0,"1,101,000","1,101,000",20260605
066833,文曄凱基61購01,0,0,0,0,0,0,0,0,0,"1,099,000",0,0,0,"1,100,000","1,000","1,099,000","1,099,000",20260605
2528,皇普,"1,566,000","474,700","1,091,300",0,0,0,0,"2,000","-2,000",789,"11,789","11,000",789,0,0,0,"1,090,089",20260605
