Date,Code,Name,TradeVolume,TradeValue,OpeningPrice,HighestPrice,LowestPrice,ClosingPrice,Change,Transaction
1150605,00638R,元大滬深300反1,101850,658952,6.47,6.50,6.42,6.50,0.0600,40
1150605,00639,富邦深100,1176312,21662761,18.45,18.56,18.29,18.29,-0.2100,274
1150605,00640L,富邦日本正2,255050,25835290,101.55,102.10,100.75,101.85,0.0500,117
1150605,00641R,富邦日本反1,2660822,10224745,3.85,3.86,3.83,3.84,-0.0100,82
1150605,00642U,期元大S&P石油,3859739,113448048,29.20,29.55,29.20,29.42,-0.6600,996
1150605,00643,群益深証中小,2653377,52754825,19.94,20.00,19.70,19.80,-0.1700,171
1150605,00643K,群益深証中小+R,,,,,,,0.0000,
1150605,00645,富邦日本,104257,5789343,55.40,55.70,55.30,55.65,0.0500,283
1150605,00646,元大S&P500,1848908,138123590,74.60,74.80,74.60,74.70,0.2500,3842
1150605,00647L,元大S&P500正2,142528,19383791,135.50,136.25,135.50,135.80,0.7000,93
1150605,00648R,元大S&P500反1,557250,2211885,3.98,3.98,3.95,3.97,-0.0100,83
1150605,00650L,復華香港正2,4918614,81453523,16.69,16.69,16.45,16.45,-0.2400,844
1150605,00651R,復華香港反1,597799,3171926,5.30,5.31,5.29,5.31,0.0500,27
1150605,00652,富邦印度,767725,24284776,31.52,31.72,31.52,31.65,0.1500,360
1150605,00653L,富邦印度正2,334118,14771409,44.05,44.50,43.77,44.10,0.0500,127
1150605,00654R,富邦印度反1,52000,358990,6.90,6.95,6.89,6.95,0.0300,10
1150605,00655L,國泰中國A50正2,1767065,65668112,37.17,37.66,36.60,36.60,-0.7100,335
1150605,00656R,國泰中國A50反1,114000,655150,5.72,5.75,5.72,5.74,0.0500,9
1150605,00657,國泰日經225,13750,1066898,77.65,77.85,77.50,77.85,-0.7500,108
1150605,00657K,國泰日經225+U,200,4942,24.71,24.71,24.71,24.71,-0.4400,2
1150605,00660,元大歐洲50,14360,634441,44.04,44.42,44.04,44.41,0.3700,89
1150605,00661,元大日經225,94776,8078690,85.50,85.95,84.85,85.95,-0.6500,232
1150605,00662,富邦NASDAQ,5097631,621515909,121.55,122.25,121.50,122.05,-1.0000,6102
1150605,00663L,國泰臺灣加權正2,24865352,2658521706,108.40,109.40,104.00,106.65,-5.2500,12385
1150605,00664R,國泰臺灣加權反1,35773371,59848438,1.66,1.70,1.65,1.67,0.0400,1399
1150605,00665L,富邦恒生國企正2,11118347,105056966,9.45,9.54,9.40,9.41,-0.0600,1033
1150605,00666R,富邦恒生國企反1,20000,182520,9.12,9.15,9.12,9.15,0.0600,5
1150605,00668,國泰美國道瓊,49130,2908109,59.20,59.35,59.20,59.35,1.2000,167
1150605,00668K,國泰美國道瓊+U,200,3770,18.85,18.85,18.85,18.85,0.3100,2
1150605,00669R,國泰美國道瓊反1,1559770,8322447,5.34,5.34,5.33,5.34,-0.0700,182
1150605,00670L,富邦NASDAQ正2,1144303,248235718,216.45,217.80,215.35,217.10,-4.0500,1465
1150605,00671R,富邦NASDAQ反1,3461159,8284288,2.39,2.40,2.38,2.39,0.0100,169
1150605,00673R,期元大S&P原油反1,15630801,192518934,12.35,12.38,12.25,12.30,0.2600,1555
1150605,00674R,期元大S&P黃金反1,147526,4099113,27.65,27.84,27.65,27.81,0.2300,60
1150605,00675L,富邦臺灣加權正2,4907710,1587052275,328.30,330.90,314.50,322.75,-15.8500,6322
1150605,00676R,富邦臺灣加權反1,12248014,69707799,5.66,5.76,5.63,5.69,0.1100,927
1150605,00678,群益那斯達克生技,319244,11404304,35.35,35.82,35.35,35.78,0.5400,118
1150605,00680L,元大美債20正2,12681086,87423166,6.90,6.91,6.88,6.89,0.0300,649
1150605,00681R,元大美債20反1,63000,1325360,21.03,21.07,21.03,21.07,-0.0200,5
1150605,00682U,期元大美元指數,9500,193703,20.35,20.42,20.33,20.42,0.0000,8
1150605,00683L,期元大美元指正2,1000,21360,21.36,21.36,21.36,21.36,-0.0400,1
1150605,00684R,期元大美元指反1,2,30,,,,,0.0000,1
1150605,00685L,群益臺灣加權正2,10034175,2935265043,296.60,299.15,284.60,291.55,-14.3500,26585
1150605,00686R,群益臺灣加權反1,9636610,9884861,1.02,1.04,1.01,1.02,0.0100,265
1150605,00688L,國泰20年美債正2,5108254,35164004,6.89,6.90,6.87,6.87,0.0300,284
1150605,00689R,國泰20年美債反1,3000,65970,21.99,21.99,21.99,21.99,-0.0400,2
1150605,00690,兆豐藍籌30,764480,60222932,79.65,79.80,76.90,79.00,-1.2000,1057
1150605,00692,富邦公司治理,2950078,266718431,91.85,91.85,89.50,90.40,-1.6500,2482
1150605,00693U,期街口S&P黃豆,961958,20091950,20.89,20.95,20.85,20.93,-0.3200,413
1150605,00700,富邦恒生國企,138970,2354542,16.95,16.99,16.89,16.93,-0.0200,143
1150605,00701,國泰股利精選30,1911432,68297696,35.70,36.10,35.30,35.98,0.2000,726
1150605,00702,國泰標普低波高息,135597,3215258,23.68,23.73,23.68,23.72,0.0700,72
1150605,00703,台新MSCI中國,91644,1778140,19.78,19.78,19.08,19.51,-0.0400,106
1150605,00706L,期元大S&P日圓正2,1768719,33659220,19.06,19.06,19.01,19.04,-0.0300,356
1150605,00707R,期元大S&P日圓反1,1000,32200,32.20,32.20,32.20,32.20,0.0000,1
1150605,00708L,期元大S&P黃金正2,1299732,112409150,87.10,87.30,86.05,86.35,-1.2000,1623
1150605,00709,富邦歐洲,22255,856956,38.23,38.55,38.23,38.48,0.2500,141
1150605,00710B,復華彭博非投等債,206682,3912780,18.91,18.95,18.91,18.92,0.0100,44
1150605,00711B,復華彭博新興債,140558,2263989,16.10,16.12,16.09,16.09,-0.0100,80
1150605,00712,復華富時不動產,69327707,601477938,8.69,8.71,8.65,8.71,0.0300,9339
1150605,00713,元大台灣高息低波,10299516,612857261,59.30,59.90,59.15,59.65,-0.5500,6167
1150605,00714,群益道瓊美國地產,115986,2486642,21.27,21.46,21.27,21.44,0.3700,93
1150605,00715L,期街口布蘭特正2,6338966,348446662,54.50,55.60,54.30,55.10,-2.1000,1889
1150605,00717,富邦美國特別股,53893,810008,15.14,15.14,15.01,15.05,0.0200,128
1150605,00728,第一金工業30,267661,16669671,62.50,62.70,61.30,62.40,-0.8000,521
1150605,00730,富邦臺灣優質高息,369995,10905109,29.65,29.70,29.18,29.41,-0.3400,452
1150605,00731,復華富時高息低波,978914,82112922,83.85,84.40,82.85,84.15,0.0500,278
1150605,00733,富邦臺灣中小,1406444,100941875,72.30,73.70,69.45,73.00,-0.7000,1162
1150605,00735,國泰臺韓科技,10602181,1166215430,110.00,112.00,107.50,110.50,-4.7500,14793
1150605,00736,國泰新興市場,122057,3724592,30.49,30.62,30.44,30.62,-0.1800,83
1150605,00737,國泰AI機器人,237126,9504343,40.15,40.27,39.89,40.21,-0.0600,266
1150605,00738U,期元大道瓊白銀,4435561,259834557,58.90,59.00,58.30,58.55,-0.5000,2863
1150605,00739,元大MSCI A股,46062,1333004,28.77,29.00,28.77,28.91,-0.0800,95
1150605,00752,中信中國50,1282780,29608352,23.09,23.23,23.00,23.01,-0.0800,600
1150605,00753L,中信中國50正2,8137131,79602801,9.78,9.89,9.74,9.75,-0.0700,1358
1150605,00757,統一FANG+,1306938,171855361,131.40,131.90,130.90,131.70,-2.0000,4281
1150605,00762,元大全球AI,156151,18305146,118.20,118.20,116.70,117.55,-0.6000,632
1150605,00763U,期街口道瓊銅,505407,17397179,34.62,34.62,34.34,34.37,-0.1900,320
1150605,00770,國泰北美科技,289569,19955116,69.80,69.80,68.65,69.15,-0.5000,620
1150605,00771,元大US高息特別股,23323,368066,15.77,15.83,15.77,15.77,-0.0200,78
1150605,00775B,新光投等債15+,82000,2636560,32.20,32.36,32.15,32.36,0.1600,6
1150605,00783,富邦中証500,81371,2365881,29.36,29.48,28.96,29.48,0.1200,100
1150605,00830,國泰費城半導體,10625877,991889833,93.50,94.20,92.35,93.95,-1.6500,17926
1150605,00850,元大臺灣ESG永續,1386700,123966581,90.80,90.80,87.75,89.70,-1.6000,2177
1150605,00851,台新全球AI,19784,1418186,71.70,71.80,71.40,71.70,-1.5500,98
1150605,00852L,國泰美國道瓊正2,468808,15832003,33.74,33.87,33.73,33.79,1.0900,112
1150605,00861,元大全球未來通訊,305101,28321132,93.25,93.25,92.15,93.05,-1.6500,3469
1150605,00865B,國泰US短期公債,2759684,132242654,48.00,48.00,47.87,47.92,0.0400,737
1150605,00875,國泰網路資安,802857,39689563,49.18,49.82,49.18,49.62,0.6300,182
1150605,00876,元大全球5G,246613,23023499,94.40,94.40,92.50,93.75,-1.3500,3237
1150605,00878,國泰永續高股息,129424685,4150969669,32.35,32.44,31.63,32.32,-0.3600,45282
1150605,00881,國泰台灣科技龍頭,13906362,751428697,54.65,54.90,53.05,54.10,-1.2000,12699
1150605,00882,中信中國高股息,7798037,122696973,15.72,15.83,15.68,15.74,-0.0300,1690
1150605,00885,富邦越南,4766119,88500986,18.41,18.67,18.41,18.65,0.2900,1512
1150605,00891,中信關鍵半導體,27154623,957740945,35.61,35.77,34.62,35.32,-0.8800,14099
1150605,00892,富邦台灣半導體,2779178,121223979,44.00,44.15,42.65,43.65,-0.8000,1522
1150605,00893,國泰智能電動車,663022,31105635,47.03,47.09,46.68,47.01,-0.8000,717
1150605,00894,中信小資高價30,2410252,117228488,49.18,49.61,47.66,48.99,-1.1100,2034
1150605,00895,富邦未來車,579822,30164617,52.25,52.30,51.70,52.20,-0.7000,543
1150605,00896,中信綠能及電動車,19586817,566869852,29.35,29.35,28.42,28.96,-0.6400,8973
1150605,00897,富邦基因免疫生技,1212837,11902135,9.80,9.85,9.80,9.82,0.2500,279
1150605,00898,國泰基因免疫革命,1839787,15471035,8.40,8.43,8.39,8.41,0.2200,383
1150605,00899,FT潔淨能源,78680,2284208,29.16,29.16,28.98,29.02,-0.3100,200
1150605,00900,富邦特選高股息30,11825309,232351600,19.67,19.88,19.24,19.78,-0.0600,2772
1150605,00901,永豐智能車供應鏈,1002878,46285766,46.70,46.78,45.20,46.19,-1.3400,384
1150605,00902,中信電池及儲能,2624334,41360608,15.79,15.89,15.59,15.85,-0.1900,871
1150605,00903,富邦元宇宙,524568,11971189,22.68,22.87,22.68,22.87,-0.1500,156
1150605,00904,新光臺灣半導體30,3867108,158289806,41.51,41.65,40.25,41.10,-1.1500,1734
1150605,00905,FT臺灣Smart,2799747,75491997,27.36,27.46,26.53,27.18,-0.5700,1761
1150605,00907,永豐優息存股,2681517,43653425,16.40,16.40,16.12,16.30,-0.1000,606
1150605,00908,富邦入息REITs+,41497,604471,14.52,14.59,14.52,14.59,0.1100,89
1150605,00909,國泰數位支付服務,1470041,72812268,49.64,49.95,49.26,49.69,-0.3600,1532
1150605,00910,第一金太空衛星,4097132,312086762,75.60,76.80,75.15,76.55,1.3500,9765
1150605,00911,兆豐洲際半導體,634208,40257495,64.20,64.20,62.85,63.65,-1.0500,4295
1150605,00912,中信臺灣智慧50,1850193,60657211,33.50,33.50,32.36,32.83,-0.7700,643
1150605,00913,兆豐台灣晶圓製造,2945942,144964877,49.94,50.15,48.11,49.23,-1.2200,1432
1150605,00915,凱基優選高股息30,9255694,280451809,30.26,30.60,29.80,30.53,0.2700,2446
1150605,00916,國泰全球品牌50,9711236,301891844,31.22,32.37,29.70,30.00,-1.2700,4571
1150605,00917,中信特選金融,2134803,46751200,21.86,21.97,21.82,21.92,0.4100,616
1150605,00918,大華優利高填息30,93743654,2874935993,30.75,31.09,30.04,30.94,0.0600,31496
1150605,00919,群益台灣精選高息,163636346,4974570978,30.46,30.70,29.95,30.67,0.1500,59113
1150605,00920,富邦ESG綠色電力,411000,11017230,27.17,27.17,26.53,26.90,-0.2700,539
1150605,00921,兆豐龍頭等權重,355551,8205248,23.44,23.44,22.74,23.10,-0.3900,284
1150605,00922,國泰台灣領袖50,16353254,647423098,39.98,40.11,38.97,39.69,-0.7000,10191
1150605,00923,群益台ESG低碳50,7924812,331948492,42.43,42.49,41.21,42.01,-0.7200,3600
1150605,00924,復華S&P500成長,3007690,97907250,32.57,32.61,32.47,32.60,0.0500,1847
1150605,00926,凱基全球菁英55,823805,20542905,24.87,24.98,24.87,24.97,0.1600,287
1150605,00927,群益半導體收益,19617176,766055587,39.46,39.63,38.27,39.13,-0.9200,10891
1150605,00929,復華台灣科技優息,40253699,1198311741,30.10,30.23,29.12,29.94,-0.5300,16474
1150605,00930,永豐ESG低碳高息,2366182,58574865,25.14,25.14,24.39,25.01,-0.1600,407
1150605,00932,兆豐永續高息等權,2529976,45168063,17.96,17.98,17.69,17.95,-0.0300,436
1150605,00934,中信成長高股息,5775397,164818568,28.93,28.93,28.04,28.58,-0.5300,1874
1150605,00935,野村臺灣新科技50,28212640,1683766165,60.30,60.80,58.30,59.90,-1.5500,22685
1150605,00936,台新永續高息中小,4318961,91516867,21.31,21.40,20.90,21.31,-0.2500,596
1150605,00938,凱基優選30,1664644,38230943,23.14,23.20,22.82,23.13,-0.0900,243
1150605,00939,統一台灣高息動能,4929538,102635947,20.90,20.91,20.57,20.89,-0.0900,1110
1150605,00940,元大台灣價值高息,38961113,485358759,12.53,12.58,12.27,12.54,-0.0800,4943
1150605,00941,中信上游半導體,1724973,44831038,26.05,26.08,25.80,26.05,-0.3800,862
1150605,00943,兆豐電子高息等權,250183,5462563,22.26,22.26,21.59,22.09,-0.2300,168
1150605,00944,野村趨勢動能高息,786184,16388963,20.86,21.03,20.39,21.01,-0.0200,333
1150605,00945B,凱基美國非投等債,6060813,87315675,14.39,14.42,14.39,14.41,0.0200,552
1150605,00946,群益科技高息成長,4029919,61216250,15.33,15.33,14.95,15.27,-0.0800,1026
1150605,00947,台新臺灣IC設計,12625480,475835128,38.45,38.56,36.85,37.77,-1.6400,6864
1150605,00949,復華日本龍頭,1087190,22494562,20.70,20.76,20.61,20.73,0.0200,394
1150605,00951,台新日本半導體,3976082,70933538,17.93,18.04,17.61,18.02,-0.5300,1134
1150605,00952,凱基台灣AI50,5757745,109996309,19.44,19.44,18.75,19.23,-0.4100,1644
1150605,00953B,群益優選非投等債,27066832,258237111,9.53,9.55,9.53,9.54,0.0100,3022
1150605,00954,中信日本半導體,2828729,53967166,19.17,19.30,18.80,19.28,-0.6000,965
1150605,00956,中信日經高股息,173221,2125890,12.27,12.29,12.24,12.27,0.0300,160
1150605,00960,野村全球航運龍頭,1067934,18770150,17.48,17.62,17.48,17.56,0.2400,415
1150605,00961,FT臺灣永續高息,11031834,144512785,13.26,13.26,12.98,13.11,-0.1600,2628
1150605,00962,台新AI優息動能,2360849,36596589,15.71,15.71,15.25,15.57,-0.2900,569
1150605,00963,中信全球高股息,2142869,26919254,12.55,12.59,12.54,12.56,0.0100,341
1150605,00964,中信亞太高股息,5645935,81859146,14.65,14.65,14.30,14.55,-0.1000,413
1150605,00965,元大航太防衛科技,2581230,63959359,24.63,24.88,24.63,24.80,0.1100,1243
1150605,00971,野村美國研發龍頭,773239,13118876,16.98,17.00,16.92,17.00,0.0500,264
1150605,00972,野村日本動能高息,131098,2527420,19.28,19.30,19.23,19.24,0.0400,34
1150605,009800,中信NASDAQ,1771167,23285060,13.14,13.18,13.10,13.17,-0.0900,809
1150605,009801,中信美國創新科技,559449,7022193,12.57,12.57,12.51,12.56,-0.1100,306
1150605,009802,富邦旗艦50,11540048,231027717,20.26,20.33,19.60,20.10,-0.5300,3336
1150605,009803,玉山市值動能50,5658723,123687655,22.11,22.18,21.42,21.93,-0.3500,2103
1150605,009804,聯邦台精彩50,1610383,37560618,23.90,23.90,22.95,23.37,-0.6000,671
1150605,009805,新光美國電力基建,8602609,142433146,16.57,16.59,16.52,16.59,0.0300,2283
1150605,009808,華南永昌優選50,1470930,45084389,31.10,31.10,30.29,30.72,-0.5300,156
1150605,009809,富邦淨零ESG50,490954,8428375,17.40,17.40,16.95,17.18,-0.2400,114
1150605,00980A,主動野村臺灣優選,14572338,351721972,24.43,24.65,23.69,24.32,-0.5700,5571
1150605,009810,玉山全球藍籌100,144303,2991731,20.73,20.76,20.71,20.76,0.0500,59
1150605,009811,統一美國50,1885148,24475264,13.00,13.01,12.95,13.00,0.0400,693
1150605,009812,野村日本東證,605578,7367275,12.22,12.22,12.13,12.18,-0.0400,171
1150605,009813,貝萊德標普卓越50,3027137,34229453,11.28,11.32,11.28,11.31,0.0500,687
1150605,009816,凱基台灣TOP50,232854524,3531852382,15.30,15.37,14.92,15.19,-0.2900,88539
1150605,009817,國泰日本不動產,2524392,21705410,8.61,8.64,8.56,8.56,-0.0400,582
1150605,009818,華南永昌NASDAQxT,273352,5436845,20.15,20.15,19.82,19.92,-0.2300,119
1150605,009819,中信數據及電力,31243284,335584029,10.76,10.80,10.66,10.75,-0.1600,8896
1150605,00981A,主動統一台股增長,342381984,10447829697,30.76,31.25,29.75,30.81,-0.5500,142957
1150605,00981T,平衡凱基雙核收息,4124625,50091970,12.19,12.19,12.11,12.14,-0.0500,575
1150605,009820,元大納斯達克精選,30920825,323277324,10.46,10.50,10.41,10.45,-0.1000,2173
1150605,00982A,主動群益台灣強棒,40610846,956210311,23.75,24.04,22.96,23.74,-0.3100,13745
1150605,00982D,主動富邦動態入息,929472,9247762,9.93,9.96,9.93,9.94,0.0100,179
1150605,00982T,平衡兆豐台美動能,48165,743837,15.71,15.71,15.26,15.47,-0.2000,54
1150605,00983A,主動中信ARK創新,2558681,30402259,11.88,11.91,11.83,11.89,0.0800,614
1150605,00983D,主動富邦複合收益,1611524,16290695,10.10,10.12,10.10,10.11,0.0100,249
1150605,00984A,主動安聯台灣高息,14011980,227395720,16.35,16.46,15.90,16.33,-0.1800,4018
1150605,00984D,主動聯博全球非投,12010577,120331639,10.02,10.03,10.01,10.01,0.0000,741
1150605,00985A,主動野村台灣50,6712323,146960929,22.13,22.17,21.56,22.00,-0.3700,2691
1150605,00985B,群益ESG投等債0-5,7249995,73436903,10.12,10.14,10.12,10.13,0.0100,655
1150605,00986A,主動台新龍頭成長,313508,4754280,15.26,15.26,15.08,15.19,-0.1600,247
1150605,00987A,主動台新優勢成長,6194260,106650481,17.43,17.70,16.70,17.38,-0.4100,2576
1150605,00988A,主動統一全球創新,132272581,2824520709,21.40,21.70,20.98,21.46,-0.6300,50500
1150605,00989A,主動摩根美國科技,1058212,19152330,18.20,18.20,18.04,18.13,-0.1500,283
1150605,00990A,主動元大AI新經濟,64235908,1288008047,20.14,20.35,19.80,20.25,-0.4500,19579
1150605,00991A,主動復華未來50,122798111,2333931564,19.20,19.55,18.47,19.22,-0.3900,41530
1150605,00992A,主動群益科技創新,68704989,1223166954,17.93,18.25,17.28,17.93,-0.2700,19844
1150605,00993A,主動安聯台灣,11347687,150584516,13.45,13.60,12.92,13.41,-0.2800,3154
1150605,00994A,主動第一金台股優,12227044,217575483,18.00,18.20,17.36,17.91,-0.4200,5123
1150605,00995A,主動中信台灣卓越,7262667,127065380,17.88,17.88,17.00,17.62,-0.3500,2303
1150605,00996A,主動兆豐台灣豐收,13935219,206124114,14.99,15.20,14.35,14.99,-0.3200,3244
1150605,00997A,主動群益美國增長,20251572,271567514,13.47,13.55,13.28,13.46,-0.3800,6435
1150605,00999A,主動野村臺灣高息,47021436,523993302,11.29,11.32,10.97,11.19,-0.2000,11303
1150605,01001T,土銀富邦R1,3000,34980,11.67,11.67,11.64,11.64,-0.0100,3
1150605,01002T,土銀國泰R1,37998,537280,14.10,14.11,14.10,14.10,0.0000,12
1150605,01004T,土銀富邦R2,57002,595069,10.43,10.45,10.43,10.45,0.0200,55
1150605,01007T,兆豐國泰R2,45000,570130,12.66,12.68,12.66,12.67,-0.0100,44
1150605,01009T,王道圓滿R1,65000,372880,5.73,5.74,5.72,5.74,0.0000,7
1150605,01010T,京城樂富R1,23260,232600,10.00,10.00,10.00,10.00,0.0000,9
1150605,020000,富邦特選蘋果N,1000,32980,32.98,32.98,32.98,32.98,-1.0100,1
1150605,020011,統一微波高息20N,,,,,,,0.0000,
1150605,020012,富邦行動通訊N,,,,,,,0.0000,
1150605,02001L,富邦蘋果正二N,183000,29861400,171.00,171.00,152.00,166.45,-8.8000,121
1150605,020020,元大台股領航N,8000,229500,28.96,28.96,28.23,28.23,-0.7300,5
1150605,020028,元大特選電動車N,15000,322410,21.59,21.60,21.27,21.30,-1.0500,7
1150605,020029,元大ESG高股息N,3000,53670,17.89,17.89,17.89,17.89,0.0100,1
1150605,020030,統一智慧電動車N,35000,635280,18.03,18.40,18.01,18.32,-0.3300,6
1150605,020031,統一IC設計臺灣N,102000,1069900,10.69,10.69,10.34,10.47,-0.2900,17
1150605,020032,元大綠能N,4000,43990,10.95,11.14,10.95,11.14,-0.4200,2
1150605,020034,元大IC設計N,42000,599400,14.63,14.63,13.84,14.37,-0.2600,14
1150605,020036,元大金融配息N,12000,107890,9.00,9.00,8.99,8.99,0.0000,2
1150605,020037,元大金融高股息N,23000,229820,10.02,10.03,9.81,10.02,0.0200,6
1150605,020038,元大ESG配息N,70000,966210,13.75,13.83,13.66,13.66,-0.1100,18
1150605,020039,元大加權N,19000,269660,14.10,14.33,14.10,14.31,-0.2800,8
1150605,1101,台泥,31313266,764233075,24.50,24.60,24.20,24.40,-0.0500,7487
1150605,1101B,台泥乙特,30231,1369465,45.30,45.30,45.30,45.30,-0.0500,7
1150605,1102,亞泥,14863674,510688793,34.30,34.55,34.10,34.40,0.0500,4708
1150605,1103,嘉泥,422507,5740482,13.60,13.75,13.50,13.60,-0.0500,278
1150605,1104,環泥,1284182,37411036,29.25,29.40,28.90,29.40,0.1500,760
1150605,1108,幸福,1029862,14302054,14.10,14.10,13.80,13.80,-0.3000,372
1150605,1109,信大,72433,1076338,14.80,14.90,14.75,14.85,-0.0500,125
1150605,1110,東泥,630026,9934747,16.00,16.00,15.50,16.00,0.0000,344
1150605,1201,味全,417570,5193371,12.60,12.60,12.35,12.45,-0.1000,334
1150605,1203,味王,8258,352493,42.45,42.95,42.45,42.85,-0.2500,151
1150605,1210,大成,10924819,593895979,54.20,55.20,53.80,54.40,0.2000,5652
1150605,1213,大飲,25139,213208,8.85,8.85,8.11,8.43,0.0000,29
1150605,1215,卜蜂,4556863,536057593,116.00,119.00,116.00,119.00,3.0000,4129
1150605,1216,統一,9454025,698674489,73.50,74.30,73.50,73.80,0.2000,4923
1150605,1217,愛之味,875074,8693774,10.00,10.00,9.90,9.92,-0.0800,702
1150605,1218,泰山,1631982,31557057,19.50,19.60,19.25,19.35,-0.1500,846
1150605,1219,福壽,1030933,13392447,13.00,13.10,12.95,13.00,0.0000,408
1150605,1220,台榮,80780,964865,11.90,11.95,11.85,11.95,0.0000,155
1150605,1225,福懋油,180331,5319144,29.65,29.85,29.20,29.50,-0.2000,152
1150605,1227,佳格,2950700,84736685,28.70,28.90,28.55,28.85,0.4000,1147
1150605,1229,聯華,4034663,169620429,42.55,42.60,41.85,42.00,-1.0000,3384
1150605,1231,聯華食,668152,59231839,86.90,89.40,86.90,89.00,2.1000,997
1150605,1232,大統益,160269,23927211,148.00,150.00,148.00,149.50,0.5000,244
1150605,1233,天仁,19389,538828,27.95,28.00,27.70,27.70,-0.1000,31
1150605,1234,黑松,170210,5966370,35.15,35.15,34.85,35.15,0.0000,234
1150605,1235,興泰,15761,619928,41.45,41.50,38.30,38.70,-0.3000,37
1150605,1236,宏亞,37042,941428,25.55,25.55,25.20,25.50,0.3000,74
1150605,1256,鮮活果汁-KY,470872,89076911,203.50,203.50,180.00,181.00,-19.0000,10783
1150605,1301,台塑,27307999,1343475914,51.00,51.00,48.60,48.90,-1.9000,15513
1150605,1303,南亞,53708093,5607572775,109.00,109.00,100.50,104.50,-6.5000,27741
1150605,1304,台聚,5829064,77520026,13.55,13.75,13.10,13.40,-0.3000,2079
1150605,1305,華夏,3788042,49922117,13.65,13.65,13.00,13.20,-0.3500,2139
1150605,1307,三芳,2012802,68821366,34.45,34.95,33.50,34.30,-0.1500,1125
1150605,1308,亞聚,2369201,32709408,14.10,14.10,13.60,13.85,-0.2000,979
1150605,1309,台達化,5234137,85902736,16.95,17.25,16.15,16.35,-0.6000,2290
1150605,1310,台苯,6374788,56890070,9.18,9.18,8.80,8.95,-0.2300,2133
1150605,1312,國喬,29686786,414410534,14.20,14.45,13.35,14.40,0.2000,9025
1150605,1312A,國喬特,8000,178400,22.30,22.30,22.30,22.30,-0.3000,2
1150605,1313,聯成,5532790,62241238,11.45,11.45,11.05,11.25,-0.1500,1870
1150605,1314,中石化,49831634,405419671,8.26,8.37,8.03,8.09,-0.1600,10880
1150605,1315,達新,19402,1194672,61.70,61.70,61.50,61.50,-0.3000,29
1150605,1316,上曜,2172458,23141834,10.65,10.85,10.50,10.60,-0.0500,902
1150605,1319,東陽,8960487,869603732,96.80,98.00,94.30,97.90,1.4000,6716
1150605,1321,大洋,356583,10438120,28.95,29.70,28.70,29.70,0.7500,262
1150605,1323,永裕,104787,2101387,20.35,20.35,19.80,20.15,-0.3000,89
1150605,1324,地球,86171,919806,10.65,10.75,10.60,10.70,0.0000,112
1150605,1325,恆大,382224,10239925,27.35,27.40,26.60,26.65,-0.7000,338
1150605,1326,台化,32740041,1727445617,54.90,55.00,51.60,52.80,-2.4000,18006
